"시설종류",대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
"유치원",숲속다원유치원,경기도 오산시 서동로 123-27 (서동),경기도 오산시 서동 273,37.15169895,127.0377376,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"유치원",오르다유치원,경기도 오산시 동부대로 468-16 (원동),경기도 오산시 원동 121-1,37.1439127,127.0795105,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"유치원",지예뜰유치원,경기도 오산시 남부대로 411-78 (원동),경기도 오산시 원동 639-13,37.1375698,127.0838707,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",해에게서소년에게어린이집,경기도 오산시 경기대로416번길 50 (은계동),경기도 오산시 은계동 72,37.16123725,127.070583,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",예인나라어린이집,경기도 오산시 북삼미로 259-18(외삼미동),경기도 오산시 외삼미동 179-7,37.1976823,127.057759,경기도 오산시,오산경찰서,Y,1,3,2020-09-16
"어린이집",베스트어린이집,경기도 오산시 외삼미로 152번길 2(외삼미동),경기도 오산시 외삼미동 158-4,37.197877,127.0614234,경기도 오산시,오산경찰서,Y,1,3,2020-09-16
"어린이집",시립수청어린이집,경기도 오산시 수청로 79-24 (내삼미동),경기도 오산시 내삼미동 879,37.17415694,127.054929,경기도 오산시,오산경찰서,Y,2,6,2020-09-16
"어린이집",아람어린이집,경기도 오산시 매홀로 77번길 34(수청동),경기도 오산시 수청동 528-1,37.163757,127.058621,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",시립매홀어린이집,경기도 오산시 수청로 22 (수청동),경기도 오산시 수청동 557,37.172027,127.0588254,경기도 오산시,오산경찰서,Y,1,13,2020-09-16
"어린이집",로뎀장애아전담 어린이집,경기도 오산시 은여울로 17번길 5(궐동),경기도 오산시 궐동 55-21,37.1577055,127.069042,경기도 오산시,오산경찰서,Y,1,4,2020-09-16
"어린이집",새싹뜰어린이집,경기도 오산시 현충로 56(은계동),경기도 오산시 은계동 20-1,37.162625,127.073557,경기도 오산시,오산경찰서,Y,1,7,2020-09-16
"어린이집",시립가온어린이집,경기도 오산시 경기동로 51(오산동),경기도 오산시 오산동 30-7,37.158869,127.0773162,경기도 오산시,오산경찰서,Y,1,17,2020-09-16
"어린이집",청원어린이집,경기도 오산시 오산로 300번길 33(오산동),경기도 오산시 오산동 833-5,37.1537064,127.0723906,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",시립나눔이보듬이어린이집,경기도 오산시 가장산업동로 42 (가장동),경기도 오산시 가장동 375-5,37.1624049,127.040123,경기도 오산시,오산경찰서,Y,1,15,2020-09-16
"어린이집",시립오산어린이집,경기도 오산시 오산로226번길 25(원동),경기도 오산시 원동 760-5,37.1471186,127.0711383,경기도 오산시,오산경찰서,Y,1,5,2020-09-16
"어린이집",시립비둘기어린이집,경기도 오산시 경기대로 97(원동),경기도 오산시 원동 807-4,37.133451,127.0722111,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",지구촌어린이집,경기도 오산시 현충로 72번길 32-8(은계동),경기도 오산시 은계동 78,37.1607324,127.072015,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",하얀뜰어린이집,경기도 오산시 경기대로 77-5(갈곶동),경기도 오산시 갈곶동 273-19,37.1316705,127.0715434,경기도 오산시,오산경찰서,Y,1,3,2020-09-16
"어린이집",키즈청호어린이집,경기도 오산시 남부대로441번길 17-1(고현동),경기도 오산시 고현동 34,37.1353187,127.083875,경기도 오산시,오산경찰서,Y,1,3,2020-09-16
"어린이집",영락어린이집,경기도 오산시 은여울로 17 (궐동),경기도 오산시 궐동 55-7,37.1577131,127.0683167,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",시립예일어린이집,경기도 오산시 오산로 91-28(갈곶동),경기도 오산시 갈곶동 106,37.1351622,127.0668153,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",베이비캐슬어린이집,경기도 오산시 현충로 63-7(은계동),경기도 오산시 은계동 3-7,37.162708,127.0752047,경기도 오산시,오산경찰서,N,0,4,2020-09-16
"어린이집",좋은아이어린이집,경기도 오산시 청학로 147번길 61-1(수청동),경기도 오산시 수청동 407-4,37.164621,127.0609014,경기도 오산시,오산경찰서,Y,1,5,2020-09-16
"어린이집",동부어린이집,경기도 오산시 현충로 63-11(은계동),경기도 오산시 은계동 2-5,37.1631209,127.0753106,경기도 오산시,오산경찰서,N,0,4,2020-09-16
"어린이집",구세군샛별어린이집,경기도 오산시 현충로 72번길 24(은계동),경기도 오산시 은계동 33,37.160625,127.073337,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",둥근해어린이집,경기도 오산시 궐리사로 29번길 18(궐동),경기도 오산시 궐동 621-1,37.161239,127.0565077,경기도 오산시,오산경찰서,N,0,7,2020-09-16
"어린이집",나리어린이집,경기도 오산시 현충로 104(오산동),경기도 오산시 오산동 25,37.15997401,127.0774067,경기도 오산시,오산경찰서,Y,1,17,2020-09-16
"어린이집",경희어린이집,경기도 오산시 가수1로 13-1 (가수동),경기도 오산시 가수동 113-3,37.14560044,127.051706,경기도 오산시,오산경찰서,N,0,6,2020-09-16
"어린이집",그린어린이집,경기도 오산시 시장길 6-3(오산동),경기도 오산시 오산동 861-14,37.1497758,127.0696108,경기도 오산시,오산경찰서,N,0,4,2020-09-16
"어린이집",대일어린이집,경기도 오산시 시장58번길 2(오산동),경기도 오산시 오산동 324-26,37.1540109,127.0694738,경기도 오산시,오산경찰서,Y,2,5,2020-09-16
"어린이집",리틀램어린이집,경기도 오산시 음양1길 10-52(벌음동),경기도 오산시 벌음동 329,37.142546,127.035169,경기도 오산시,오산경찰서,N,0,3,2020-09-16
"어린이집",아이사랑어린이집,경기도 오산시 경기대로 102-5(원동),경기도 오산시 원동 494-2,37.1339152,127.073235,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",중앙어린이집,경기도 오산시 청학로 48(청학동),경기도 오산시 청학동 8-6,37.1534266,127.0637019,경기도 오산시,오산경찰서,N,0,13,2020-09-16
"어린이집",아이마루어린이집,경기도 오산시 오산로 50번길 27(갈곶동),경기도 오산시 갈곶동 270-1,37.131331,127.070859,경기도 오산시,오산경찰서,N,0,6,2020-09-16
"어린이집",해오름어린이집,경기도 오산시 남부대로 464-9(청호동),경기도 오산시 청호동 40-1,37.1323452,127.0843344,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",늘해랑어린이집,경기도 오산시 궐리사로 29번길 28-8(궐동),경기도 오산시 궐동 621-9,37.161017,127.056815,경기도 오산시,오산경찰서,Y,1,7,2020-09-16
"어린이집",자연어린이집,경기도 오산시 동부대로 436번길 29(원동),경기도 오산시 원동 621,37.1408118,127.0812905,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",시립남부어린이집,경기도 오산시 오산로132번길 28-5(원동),경기도 오산시 원동 404-10,37.138565,127.0723256,경기도 오산시,오산경찰서,Y,1,12,2020-09-16
"어린이집",지움 어린이집,경기도 오산시 누읍로 46번길 21 (누읍동),경기도 오산시 누읍동 626-2,37.13983633,127.0529934,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",키즈맘 어린이집,경기도 오산시 누읍로 46번길 25(누읍동),경기도 오산시 누읍동 626-4,37.1395376,127.0528629,경기도 오산시,오산경찰서,N,0,6,2020-09-16
"어린이집",i노리터 어린이집,경기도 오산시 눕새로 6(누읍동),경기도 오산시 누읍동 627-1,37.1402078,127.053304,경기도 오산시,오산경찰서,N,0,6,2020-09-16
"어린이집",행복아이 어린이집,경기도 오산시 눕새로 22(누읍동),경기도 오산시 누읍동 629-6,37.1394614,127.053947,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",시립푸른숲 어린이집,경기도 오산시 동부대로 291-26(갈곶동),경기도 오산시 갈곶동 302-23,37.127317,127.0767023,경기도 오산시,오산경찰서,N,0,13,2020-09-16
"어린이집",아이펀 어린이집,경기도 오산시 수목원로49번길 45 (누읍동),경기도 오산시 누읍동 502-4,37.1401373,127.0497901,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",시립생명숲어린이집,경기도 오산시 수목원로 449(금암동),경기도 오산시 금암동 520,37.17234844,127.0489504,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",자람터어린이집,경기도 오산시 궐리사로59번길25-7 (궐동),경기도 오산시 궐동 636-2,37.1596413,127.0619238,경기도 오산시,오산경찰서,Y,1,12,2020-09-16
"어린이집",시립세마어린이집,경기도 오산시 세마역로 60 (세교동),경기도 오산시 세교동 603-2,37.1846082,127.0449164,경기도 오산시,오산경찰서,Y,1,12,2020-09-16
"어린이집",미래숲어린이집,경기도 오산시 초평로55 (서동),경기도 오산시 서동 129-10,37.1453259,127.044384,경기도 오산시,오산경찰서,Y,1,6,2020-09-16
"어린이집",시립은여울어린이집,경기도 오산시 오산대역로 222 (수청동),경기도 오산시 수청동 624,37.1709522,127.0668603,경기도 오산시,오산경찰서,N,0,20,2020-09-16
"어린이집",설리반어린이집,경기도 오산시 매홀로 77번길 11 (수청동),경기도 오산시 수청동 519-3,37.1641268,127.061041,경기도 오산시,오산경찰서,N,0,5,2020-09-16
"어린이집",세교복지타운어린이집,경기도 오산시 수청로 192 (금암동),경기도 오산시 금암동 512,37.17775181,127.044835,경기도 오산시,오산경찰서,Y,1,15,2020-09-16
