시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자
초등학교,광주광명초등학교,경기도 광주시 오포읍 문형산길 7,경기도 광주시 오포읍 신현리 365번지,37.35960774,127.1607978,경기도 광주시청,광주경찰서,Y,5,16,2020-04-02
유치원,광주광명초등학교 병설유치원,경기도 광주시 오포읍 문형산길 7,경기도 광주시 오포읍 신현리 365번지,37.35960774,127.1607978,경기도 광주시청,광주경찰서,Y,5,16,2020-04-02
특수학교,한사랑학교,경기도 광주시 초월읍 산수로554번길 59-12,경기도 광주시 초월읍 신월리 313-6번지,37.41058591,127.3130794,경기도 광주시청,광주경찰서,N,0,6,2020-04-02
어린이집,새롬어린이집,경기도 광주시 오포읍 양벌로353번길 29-3,경기도 광주시 오포읍 양벌리 925번지,37.36691505,127.247812,경기도 광주시청,광주경찰서,N,0,10,2020-04-02
초등학교,경안초등학교,경기도 광주시 경안로 163,경기도 광주시 경안동 152-101번지,37.4115157,127.247763,경기도 광주시청,광주경찰서,Y,15,12,2020-04-02
유치원,경안초등학교 병설유치원,경기도 광주시 경안로 163,경기도 광주시 경안동 152-101번지,37.4115157,127.247763,경기도 광주시청,광주경찰서,Y,15,12,2020-04-02
유치원,성모유치원,경기도 광주시 경안안길 44,경기도 광주시 경안동 84-1번지,37.41193478,127.254081,경기도 광주시청,광주경찰서,Y,5,8,2020-04-02
유치원,한솔유치원,경기도 광주시 경안안길40번길 19-13,경기도 광주시 경안동 161-25번지,37.4109613,127.2526002,경기도 광주시청,광주경찰서,Y,3,7,2020-04-02
유치원,쌍령초등학교 병설유치원,경기도 광주시 경충대로1422번길 71,경기도 광주시 쌍령동 353-95번지,37.39892424,127.2810832,경기도 광주시청,광주경찰서,Y,8,10,2020-04-02
초등학교,광남초등학교,경기도 광주시 고불로46번길 15,경기도 광주시 중대동 16-66번지,37.394032,127.2304633,경기도 광주시청,광주경찰서,Y,11,4,2020-04-02
초등학교,곤지암초등학교,경기도 광주시 곤지암읍 곤지암로 70-13,경기도 광주시 곤지암읍 곤지암리 453-2번지,37.34966921,127.3381347,경기도 광주시청,광주경찰서,Y,7,14,2020-04-02
초등학교,만선초등학교,경기도 광주시 곤지암읍 상탑길 9,경기도 광주시 곤지암읍 만선리 8-4번지,37.36640252,127.4111175,경기도 광주시청,광주경찰서,Y,5,8,2020-04-02
초등학교,광주초등학교,경기도 광주시 중앙로123번길 22,경기도 광주시 경안동 36-5번지,37.41063124,127.2552287,경기도 광주시청,광주경찰서,Y,18,8,2020-04-02
초등학교,도곡초등학교,경기도 광주시 초월읍 경충대로 1033-13,경기도 광주시 초월읍 쌍동리 182번지,37.37087143,127.2996107,경기도 광주시청,광주경찰서,Y,7,7,2020-04-02
유치원,선동초등학교 병설유치원,경기도 광주시 초월읍 동막골길 5,경기도 광주시 초월읍 선동리 274-9번지,37.3780309,127.317587,경기도 광주시청,광주경찰서,Y,5,16,2020-04-02
초등학교,도수초교,경기도 광주시 퇴촌면 도수길 11,경기도 광주시 퇴촌면 도수리 605-1번지,37.47181561,127.318268,경기도 광주시청,광주경찰서,Y,9,10,2020-04-02
유치원,하은유치원,경기도 광주시 행정타운로138번길 19,경기도 광주시 회덕동 310-5번지,37.4286632,127.2446471,경기도 광주시청,광주경찰서,Y,3,4,2020-04-02
유치원,벌원초등학교 병설유치원,경기도 광주시 회안대로 621-36,경기도 광주시 탄벌동 527-23번지,37.40944412,127.2368434,경기도 광주시청,광주경찰서,Y,8,20,2020-04-02
유치원,모인유치원,경기도 광주시 초월읍 두월길55번길 25-7,경기도 광주시 초월읍 신월리 552번지,37.4009504,127.3151265,경기도 광주시청,광주경찰서,N,0,3.5,2020-04-02
어린이집,초월청명어린이집,경기도 광주시 초월읍 무들로 14,경기도 광주시 초월읍 대쌍령리 217-2번지,37.38556531,127.290943,경기도 광주시청,광주경찰서,N,0,12,2020-04-02
어린이집,이화키즈스쿨어린이집,경기도 광주시 오포읍 능평로30번길 6-8,경기도 광주시 오포읍 능평리 455-7번지,37.354964,127.164729,경기도 광주시청,광주경찰서,N,0,3,2020-04-02
어린이집,열미어린이집,경기도 광주시 곤지암읍 광여로 224-14,경기도 광주시 곤지암읍 열미리 476-1번지,37.353257,127.367042,경기도 광주시청,광주경찰서,Y,2,13.5,2020-04-02
유치원,꿈꾸는아이들유치원,경기도 광주시 초월읍 경충대로 1100-6,경기도 광주시 초월읍 쌍동리 253-8번지,37.3759564,127.2969123,경기도 광주시청,광주경찰서,N,0,5,2020-04-02
유치원,만선초등학교 병설유치원,경기도 광주시 곤지암읍 상탑길 9,경기도 광주시 곤지암읍 만선리 8-4번지,37.36640252,127.4111175,경기도 광주시청,광주경찰서,Y,5,8,2020-04-02
유치원,삼리초등학교 병설유치원,경기도 광주시 곤지암읍 평촌길 30-28,경기도 광주시 곤지암읍 삼리 133번지,37.35782069,127.3243283,경기도 광주시청,광주경찰서,Y,8,20,2020-04-02
유치원,곤지암한솔유치원,경기도 광주시 곤지암읍 평촌길 38-40,경기도 광주시 곤지암읍 삼리 136번지,37.3572838,127.324231,경기도 광주시청,광주경찰서,Y,6,6,2020-04-02
유치원,분원초등학교 병설유치원,경기도 광주시 남종면 산수로 1642-1,경기도 광주시 남종면 분원리 116번지,37.49625742,127.3034492,경기도 광주시청,광주경찰서,Y,10,13,2020-04-02
초등학교,도척초등학교,경기도 광주시 도척면 노곡로 33,경기도 광주시 도척면 노곡리 223번지,37.30364405,127.3319911,경기도 광주시청,광주경찰서,Y,10,9,2020-04-02
초등학교,도궁초등학교,경기도 광주시 도척면 도척윗로 270,경기도 광주시 도척면 도웅리 125번지,37.3346758,127.3124406,경기도 광주시청,광주경찰서,Y,7,10,2020-04-02
유치원,누리유치원,경기도 광주시 벌원길 82,경기도 광주시 탄벌동 45번지,37.41581454,127.2498647,경기도 광주시청,광주경찰서,Y,6,8,2020-04-02
유치원,한솔유치원,경기도 광주시 오포읍 양벌로 145-10,경기도 광주시 오포읍 양벌리 249-3번지,37.38401521,127.2551761,경기도 광주시청,광주경찰서,Y,3,20,2020-04-02
초등학교,양벌초등학교,경기도 광주시 오포읍 양벌로 195-15,경기도 광주시 오포읍 양벌리 290-20번지,37.37920879,127.256197,경기도 광주시청,광주경찰서,Y,10,14,2020-04-02
유치원,양벌초등학교 병설유치원,경기도 광주시 오포읍 양벌로 195-15,경기도 광주시 오포읍 양벌리 290-20번지,37.37920879,127.256197,경기도 광주시청,광주경찰서,Y,10,14,2020-04-02
초등학교,광주매곡초등학교,경기도 광주시 오포읍 양벌로 303-5,경기도 광주시 오포읍 양벌리 557-1번지,37.37247874,127.2483165,경기도 광주시청,광주경찰서,Y,8,10,2020-04-02
유치원,광주매곡초등학교 병설유치원,경기도 광주시 오포읍 양벌로 303-5,경기도 광주시 오포읍 양벌리 557-1번지,37.37247874,127.2483165,경기도 광주시청,광주경찰서,Y,8,10,2020-04-02
유치원,오포초등학교 병설유치원,경기도 광주시 오포읍 추자길 28-7,경기도 광주시 오포읍 추자리 500번지,37.3610347,127.2155926,경기도 광주시청,광주경찰서,Y,8,9,2020-04-02
유치원,탄벌초등학교 병설유치원,경기도 광주시 이배재로 20-12,경기도 광주시 탄벌동 27-44번지,37.4201818,127.248506,경기도 광주시청,광주경찰서,Y,10,17,2020-04-02
초등학교,남한산초등학교,경기도 광주시 남한산성면 남한산성로 770,경기도 광주시 남한산성면 산성리 373번지,37.47868229,127.186079,경기도 광주시청,광주경찰서,Y,6,13,2020-04-02
초등학교,번천초등학교,경기도 광주시 남한산성면 해공로 82,경기도 광주시 남한산성면 상번천리 537번지,37.4451093,127.2669494,경기도 광주시청,광주경찰서,Y,11,9,2020-04-02
유치원,번천초등학교 병설유치원,경기도 광주시 남한산성면 해공로 82,경기도 광주시 남한산성면 상번천리 537번지,37.4451093,127.2669494,경기도 광주시청,광주경찰서,Y,11,9,2020-04-02
유치원,광지원초등학교 병설유치원,경기도 광주시 남한산성면 회안대로 1386,경기도 광주시 남한산성면 광지원리 209-1번지,37.46389584,127.2517337,경기도 광주시청,광주경찰서,Y,7,18,2020-04-02
유치원,광주초등학교 병설유치원,경기도 광주시 중앙로123번길 22,경기도 광주시 경안동 36-5번지,37.41063124,127.2552287,경기도 광주시청,광주경찰서,Y,18,8,2020-04-02
유치원,세화유치원,경기도 광주시 중앙로 352-6,경기도 광주시 송정동 421-1번지,37.43032265,127.2607323,경기도 광주시청,광주경찰서,Y,3,13,2020-04-02
유치원,도곡초등학교 병설유치원,경기도 광주시 초월읍 경충대로 1033-13,경기도 광주시 초월읍 쌍동리 182번지,37.37087143,127.2996107,경기도 광주시청,광주경찰서,Y,7,7,2020-04-02
초등학교,선동초등학교,경기도 광주시 초월읍 동막골길 5,경기도 광주시 초월읍 선동리 274-9번지,37.3780309,127.317587,경기도 광주시청,광주경찰서,Y,5,16,2020-04-02
초등학교,초월초등학교,경기도 광주시 초월읍 산수로 523,경기도 광주시 초월읍 신월리 452-1번지,37.40790375,127.307868,경기도 광주시청,광주경찰서,Y,3,13,2020-04-02
유치원,초월초등학교 병설유치원,경기도 광주시 초월읍 산수로 523,경기도 광주시 초월읍 신월리 452-1번지,37.40790375,127.307868,경기도 광주시청,광주경찰서,Y,3,13,2020-04-02
초등학교,광주도평초등학교,경기도 광주시 초월읍 현산로 89-16,경기도 광주시 초월읍 도평리 219-10번지,37.3964246,127.2893903,경기도 광주시청,광주경찰서,Y,9,8,2020-04-02
유치원,광주도평초등학교 병설유치원,경기도 광주시 초월읍 현산로 89-16,경기도 광주시 초월읍 도평리 219-10번지,37.3964246,127.2893903,경기도 광주시청,광주경찰서,Y,9,8,2020-04-02
유치원,초월한솔유치원,경기도 광주시 초월읍 현산로 96,경기도 광주시 초월읍 도평리 212-2번지,37.39592107,127.2919123,경기도 광주시청,광주경찰서,Y,4,13,2020-04-02
초등학교,태전초등학교,경기도 광주시 태봉로 56,경기도 광주시 태전동 241-1번지,37.38889833,127.2271187,경기도 광주시청,광주경찰서,Y,9,15,2020-04-02
유치원,태전초등학교 병설유치원,경기도 광주시 태봉로 56,경기도 광주시 태전동 241-1번지,37.38889833,127.2271187,경기도 광주시청,광주경찰서,Y,9,15,2020-04-02
유치원,도수초교 병설유치원,경기도 광주시 퇴촌면 도수길 11,경기도 광주시 퇴촌면 도수리 605-1번지,37.47181561,127.318268,경기도 광주시청,광주경찰서,Y,9,10,2020-04-02
어린이집,푸른숲어린이집,경기도 광주시 퇴촌면 산수로 870-81,경기도 광주시 퇴촌면 원당리 345번지,37.4340366,127.3174752,경기도 광주시청,광주경찰서,Y,2,5,2020-04-02
초등학교,벌원초등학교,경기도 광주시 회안대로 621-36,경기도 광주시 탄벌동 527-23번지,37.40944412,127.2368434,경기도 광주시청,광주경찰서,Y,8,20,2020-04-02
초등학교,역동초등학교,경기도 광주시 순암로36번길 45,경기도 광주시 역동 249번지,37.3983834,127.2473132,경기도 광주시청,광주경찰서,Y,9,14,2020-04-02
유치원,역동초등학교 병설유치원,경기도 광주시 순암로36번길 45,경기도 광주시 역동 249번지,37.3983834,127.2473132,경기도 광주시청,광주경찰서,Y,9,14,2020-04-02
어린이집,드림아이어린이집,경기도 광주시 경안로98번길 43-2,경기도 광주시 경안동 164-15번지,37.41031855,127.251464,경기도 광주시청,광주경찰서,Y,1,9,2020-04-02
어린이집,생크림어린이집,경기도 광주시 오포읍 대명대길11번길 27,경기도 광주시 오포읍 능평리 408번지,37.35915967,127.1673416,경기도 광주시청,광주경찰서,Y,2,7,2020-04-02
어린이집,오포능평어린이집,경기도 광주시 오포읍 창뜰아랫길 6,경기도 광주시 오포읍 능평리 318-1번지,37.35028346,127.1668636,경기도 광주시청,광주경찰서,Y,1,9,2020-04-02
어린이집,동화나라어린이집,경기도 광주시 도척면 노곡로5번길 52-5,경기도 광주시 도척면 노곡리 292-1번지,37.3016858,127.3325655,경기도 광주시청,광주경찰서,Y,3,4.5,2020-04-02
초등학교,태성초등학교,경기도 광주시 태성로 37,경기도 광주시 태전동 87-9번지,37.38499523,127.2288638,경기도 광주시청,광주경찰서,Y,11,14,2020-04-02
유치원,태성초등학교 병설유치원,경기도 광주시 태성로 37,경기도 광주시 태전동 87-9번지,37.38499523,127.2288638,경기도 광주시청,광주경찰서,Y,11,14,2020-04-02
어린이집,꾸러기어린이집,경기도 광주시 목동길13번길 5-11,경기도 광주시 목동 295-1번지,37.3832047,127.2009687,경기도 광주시청,광주경찰서,N,0,8.5,2020-04-02
어린이집,지엘어린이집,경기도 광주시 오포읍 양벌로 331-30,경기도 광주시 오포읍 양벌리 641-1번지,37.369574,127.2490744,경기도 광주시청,광주경찰서,N,0,9,2020-04-02
어린이집,세움어린이집,경기도 광주시 오포읍 양촌길 89-10,경기도 광주시 오포읍 양벌리 585-2번지,37.3716527,127.2434502,경기도 광주시청,광주경찰서,N,0,5,2020-04-02
어린이집,조이풀키즈채움늘어린이집,경기도 광주시 초월읍 도평길 17-6,경기도 광주시 초월읍 도평리 229번지,37.394373,127.292062,경기도 광주시청,광주경찰서,N,0,4.5,2020-04-02
어린이집,한성어린이집,경기도 광주시 초월읍 경안천로 253-21,경기도 광주시 초월읍 지월리 741-1번지,37.4245856,127.2839312,경기도 광주시청,광주경찰서,N,0,4,2020-04-02
유치원,태전한솔숲유치원,경기도 광주시 태봉로42번길 34,경기도 광주시 태전동 244-22번지,37.391188,127.226629,경기도 광주시청,광주경찰서,Y,1,10,2020-04-02
유치원,유치원,경기도 광주시 담안길 84-8,경기도 광주시 태전동 11번지,37.38411703,127.237418,경기도 광주시청,광주경찰서,Y,1,9.5,2020-04-02
어린이집,이화어린이집,경기도 광주시 경안로88번길 9-5,경기도 광주시 경안동 189-43번지,37.4073425,127.2510565,경기도 광주시청,광주경찰서,Y,8,9,2020-04-02
초등학교,쌍령초등학교,경기도 광주시 경충대로1422번길 71,경기도 광주시 쌍령동 353-95번지,37.39892424,127.2810832,경기도 광주시청,광주경찰서,Y,8,10,2020-04-02
유치원,광남초등학교 병설유치원,경기도 광주시 고불로46번길 15,경기도 광주시 중대동 16-66번지,37.394032,127.2304633,경기도 광주시청,광주경찰서,Y,11,4,2020-04-02
유치원,곤지암초등학교 병설유치원,경기도 광주시 곤지암읍 곤지암로 70-13,경기도 광주시 곤지암읍 곤지암리 453-2번지,37.34966921,127.3381347,경기도 광주시청,광주경찰서,Y,7,14,2020-04-02
초등학교,삼리초등학교,경기도 광주시 곤지암읍 평촌길 30-28,경기도 광주시 곤지암읍 삼리 133번지,37.35782069,127.3243283,경기도 광주시청,광주경찰서,Y,8,20,2020-04-02
초등학교,분원초등학교,경기도 광주시 남종면 산수로 1642-1,경기도 광주시 남종면 분원리 116번지,37.49625742,127.3034492,경기도 광주시청,광주경찰서,Y,10,13,2020-04-02
초등학교,구리초등학교(병설),경기도 구리시 경춘로276번길 51,경기도 구리시 수택동 553번지,37.600883,127.147789,경기도 구리시청,구리경찰서,Y,3,6,2020-09-14
초등학교,동인초등학교(병설),경기도 구리시 동구릉로103번길 37,경기도 구리시 인창동 495-48번지,37.610869,127.133985,경기도 구리시청,구리경찰서,Y,2,5,2020-09-14
초등학교,토평초등학교(병설),경기도 구리시 벌말로129번길 17-1,경기도 구리시 토평동 611-3번지,37.587451,127.146459,경기도 구리시청,구리경찰서,Y,1,6,2020-09-14
초등학교,장자초등학교(병설),경기도 구리시 장자대로 40,경기도 구리시 교문동 824번지,37.586652,127.135387,경기도 구리시청,구리경찰서,Y,1,7,2020-09-14
초등학교,도림초등학교(병설),경기도 구리시 아차산로 431,경기도 구리시 교문동 396-1번지,37.593334,127.130441,경기도 구리시청,구리경찰서,Y,2,22,2020-09-14
초등학교,교문초등학교(병설),경기도 구리시 안골로19번길 16,경기도 구리시 교문동 732번지,37.597719,127.133649,경기도 구리시청,구리경찰서,Y,1,6,2020-09-14
초등학교,구지초등학교(병설),경기도 구리시 건원대로76번길 40,경기도 구리시 인창동 666-3번지,37.607127,127.142322,경기도 구리시청,구리경찰서,Y,1,6,2020-09-14
초등학교,부양초등학교(병설),경기도 구리시 장자대로 89-2,경기도 구리시 수택동 784-2번지,37.590292,127.141796,경기도 구리시청,구리경찰서,Y,1,6,2020-09-14
초등학교,갈매초(병설),경기도 구리시 갈매중앙로 40,경기도 구리시 갈매동 336,37.628314,127.116007,경기도 구리시청,구리경찰서,Y,2,30,2020-09-14
초등학교,산마루초(병설),경기도 구리시 갈매순환로 133,경기도 구리시 갈매동 산74번지,37.631556,127.120384,경기도 구리시청,구리경찰서,Y,3,24,2020-09-14
초등학교,백문초등학교(병설),경기도 구리시 장자대로13번길 12,경기도 구리시 교문동 808-1번지,37.588208,127.132758,경기도 구리시청,구리경찰서,Y,2,6,2020-09-14
초등학교,인창초등학교,경기도 구리시 동구릉로 37-13,경기도 구리시 인창동 546-9번지,37.604897,127.131916,경기도 구리시청,구리경찰서,Y,3,14,2020-09-14
초등학교,내양초등학교(병설),경기도 구리시 동구릉로 485,경기도 구리시 사노동 393-2번지,37.640341,127.139398,경기도 구리시청,구리경찰서,Y,2,23,2020-09-14
유치원,두레자연유치원,경기도 구리시 한다리길4번길 92,경기도 구리시 교문동 702번지,37.583796,127.125011,경기도 구리시청,구리경찰서,N,0,8,2020-09-14
학원,세일학원일원,경기도 구리시 이문안로 및 체육관로 80,경기도 구리시 교문동 813,37.583796,127.125011,경기도 구리시청,구리경찰서,Y,3,8,2020-09-14
초등학교,동구초등학교(병설),경기도 구리시 건원대로76번길 45,경기도 구리시 인창동 664-3번지,37.608811,127.141694,경기도 구리시청,구리경찰서,Y,1,6,2020-09-14
초등학교,건원초등학교(병설),경기도 구리시 동구릉로80번길 15,경기도 구리시 인창동 514번지,37.607263,127.135401,경기도 구리시청,구리경찰서,Y,2,4,2020-09-14
유치원,자닮유치원,경기도 구리시 동구릉로53번길 144,경기도 구리시 인창동 651-40번지,37.628314,127.116007,경기도 구리시청,구리경찰서,N,0,6,2020-09-14
초등학교,수택초등학교(병설),경기도 구리시 검배로136번길 41,경기도 구리시 토평동 1007번지,37.591941,127.152511,경기도 구리시청,구리경찰서,Y,3,6,2020-09-14
어린이집,신나는피노키오어린이집,경기도 군포시 고산로228번안길 8,경기도 군포시 당동 913-11번지,37.34727496,126.9462154,경기도 군포시,군포경찰서,Y,1,6,2020-05-03
어린이집,동심어린이집,경기도 군포시 번영로 567,경기도 군포시 금정동 720-2번지,37.65614256,126.7925455,경기도 군포시,군포경찰서,Y,1,11,2020-05-03
초등학교,군포초교,경기도 군포시 군포로 463,경기도 군포시 당동 795-4번지,37.34828593,126.942418,경기도 군포시,군포경찰서,Y,8,5,2020-05-03
초등학교,군포양정초교,경기도 군포시 오금로 131,경기도 군포시 금정동 850-1번지,37.35933167,126.9406667,경기도 군포시,군포경찰서,Y,5,16,2020-05-03
초등학교,흥진초교,경기도 군포시 오금로 15-40,경기도 군포시 금정동 875-5번지,37.35390791,126.9284088,경기도 군포시,군포경찰서,Y,2,7,2020-05-03
초등학교,둔전초교,경기도 군포시 고산로 542,경기도 군포시 산본동 1146-18번지,37.36146684,126.9244146,경기도 군포시,군포경찰서,Y,3,22,2020-05-03
유치원,군포유치원,경기도 군포시 당산로 13,경기도 군포시 당동 774-8번지,37.3528424,126.9442339,경기도 군포시,군포경찰서,Y,1,10,2020-05-03
어린이집,다올어린이집,경기도 군포시 군포로499번길 15,경기도 군포시 당동 771번지,37.3514184,126.9434494,경기도 군포시,군포경찰서,Y,1,8,2020-05-03
어린이집,나무오리어린이집,경기도 군포시 고산로 240-3,경기도 군포시 당동 922-26번지,37.34618269,126.9457421,경기도 군포시,군포경찰서,Y,1,5,2020-05-03
유치원,푸른꿈유치원,경기도 군포시 오금로 71,경기도 군포시 금정동 872-6번지,37.35532104,126.9352249,경기도 군포시,군포경찰서,Y,1,18,2020-05-03
초등학교,금정초교,경기도 군포시 금정로 40,경기도 군포시 금정동 703번지,37.36664476,126.9413789,경기도 군포시,군포경찰서,Y,2,10,2020-05-03
어린이집,대야행복한어린이집,경기도 군포시 대야2로7번길 3,경기도 군포시 대야미동 652-6번지,37.32863943,126.9200122,경기도 군포시,군포경찰서,Y,1,7.5,2020-05-03
초등학교,능내초교,경기도 군포시 수리산로 37,경기도 군포시 산본동 1152-5번지,37.35487098,126.9214376,경기도 군포시,군포경찰서,Y,5,8.5,2020-05-03
초등학교,광정초교,경기도 군포시 산본로386번길 5-20,경기도 군포시 산본동 1092-2번지,37.36595937,126.9305923,경기도 군포시,군포경찰서,Y,5,8.5,2020-05-03
유치원,홍하유치원,경기도 군포시 번영로550번길 15,경기도 군포시 금정동 850번지,37.35911434,126.9385448,경기도 군포시,군포경찰서,Y,1,8.5,2020-05-03
초등학교,산본초교,경기도 군포시 산본로386번길 60,경기도 군포시 산본동 209번지,37.36877285,126.9345454,경기도 군포시,군포경찰서,Y,3,7,2020-05-03
초등학교,곡란초교,경기도 군포시 고산로677번길 24-42,경기도 군포시 산본동 1058번지,37.37425424,126.9338315,경기도 군포시,군포경찰서,Y,4,10,2020-05-03
초등학교,궁내초교,경기도 군포시 수리산로 187,경기도 군포시 산본동 1149-3번지,37.36460474,126.9201675,경기도 군포시,군포경찰서,Y,3,8.5,2020-05-03
초등학교,둔대초교,경기도 군포시 호수로 305-14,경기도 군포시 둔대동 219번지,37.3271896,126.9110673,경기도 군포시,군포경찰서,Y,2,13.5,2020-05-03
초등학교,신흥초교,경기도 군포시 고산로 470,경기도 군포시 산본동 1145-12번지,37.35645849,126.9265778,경기도 군포시,군포경찰서,Y,2,22.5,2020-05-03
초등학교,수리초교,경기도 군포시 수리산로 125,경기도 군포시 산본동 1150-1번지,37.36039221,126.9180809,경기도 군포시,군포경찰서,Y,4,8.5,2020-05-03
초등학교,부곡중앙초교,경기도 군포시 송부로273번길 7,경기도 군포시 부곡동 1113번지,37.32293734,126.9408397,경기도 군포시,군포경찰서,Y,3,10,2020-05-03
유치원,파란마음하얀마음유치원,경기도 군포시 수리산로 35,경기도 군포시 산본동 1152-7번지,37.35559521,126.9211614,경기도 군포시,군포경찰서,Y,1,14,2020-05-03
어린이집,아사랑어린이집,경기도 군포시 군포로601번길 6,경기도 군포시 당동 835-12번지,37.35979992,126.9476964,경기도 군포시,군포경찰서,Y,1,4,2020-05-03
초등학교,송안초교,경기도 군포시 송부로73번길 7,경기도 군포시 도마교동 458-2번지,37.3176304,126.9210199,경기도 군포시,군포경찰서,Y,10,18,2020-05-03
유치원,천사몬테소리유치원,경기도 군포시 수리산로 216,경기도 군포시 산본동 1119번지,37.36586652,126.9229652,경기도 군포시,군포경찰서,Y,8,9,2020-05-03
초등학교,태을초교,경기도 군포시 산본로 451-49,경기도 군포시 산본동 1089번지,37.37203321,126.9263326,경기도 군포시,군포경찰서,Y,9,16,2020-05-03
초등학교,군포옥천초교,경기도 군포시 용호2로54번길 12,경기도 군포시 당동 884번지,37.34382021,126.9453654,경기도 군포시,군포경찰서,Y,2,8,2020-05-03
초등학교,용호초교,경기도 군포시 용호2로 12,경기도 군포시 당동 876번지,37.34225378,126.9408073,경기도 군포시,군포경찰서,Y,3,13,2020-05-03
초등학교,오금초교,경기도 군포시 번영로 366,경기도 군포시 산본동 1156-22번지,37.34800287,126.9259811,경기도 군포시,군포경찰서,Y,4,8,2020-05-03
초등학교,당동초교,경기도 군포시 용호1로 34,경기도 군포시 당동 967번지,37.34602293,126.9394004,경기도 군포시,군포경찰서,Y,4,17,2020-05-03
초등학교,당정초교,경기도 군포시 고산로151번길 26-24,경기도 군포시 당정동 972-1번지,37.34633279,126.9548842,경기도 군포시,군포경찰서,Y,5,8,2020-05-03
초등학교,군포대야초교,경기도 군포시 대야2로 148,경기도 군포시 대야미동 220-4번지,37.32940186,126.9150545,경기도 군포시,군포경찰서,Y,3,8,2020-05-03
초등학교,한얼초교,경기도 군포시 산본천로 136,경기도 군포시 산본동 212-5번지,37.36595343,126.935717,경기도 군포시,군포경찰서,Y,2,27.5,2020-05-03
초등학교,군포신기초등학교,경기도 군포시 삼성로28번길 3,경기도 군포시 부곡동 1208번지,37.33857689,126.9328975,경기도 군포시,군포경찰서,Y,4,14.2,2020-05-03
유치원,리라유치원,경기도 군포시 당산로156번길 19,경기도 군포시 금정동 904-1번지,37.36548198,126.9441614,경기도 군포시,군포경찰서,Y,1,8,2020-05-03
유치원,숲속해아뜰유치원,경기도 군포시 번영로 12,경기도 군포시 부곡동 1110-1번지,37.32338388,126.9400993,경기도 군포시,군포경찰서,Y,4,16.5,2020-05-03
어린이집,군포시립당정동어린이집,경기도 군포시 이당로 158,경기도 군포시 당정동 564-5번지,37.34932321,126.9578524,경기도 군포시,군포경찰서,Y,1,17,2020-05-03
초등학교,군포화산초교,경기도 군포시 오금로 48,경기도 군포시 금정동 871-5번지,37.35329693,126.934532,경기도 군포시,군포경찰서,Y,2,15,2020-05-03
초등학교,도장초교,경기도 군포시 번영로 371,경기도 군포시 산본동 1155-5번지,37.34871665,126.9236111,경기도 군포시,군포경찰서,Y,3,10,2020-05-03
초등학교,관모초교,경기도 군포시 곡란로8번길 35-22,경기도 군포시 산본동 1054번지,37.37622998,126.9380702,경기도 군포시,군포경찰서,Y,5,5.5,2020-05-03
유치원,"한마음,그림유치원",경기도 군포시 고산로539번길 11,경기도 군포시 산본동 1148번지,37.3624385,126.9221786,경기도 군포시,군포경찰서,Y,1,15.5,2020-05-03
유치원,산본유치원,경기도 군포시 고산로 646-20,경기도 군포시 산본동 1092번지,37.36771025,126.9321662,경기도 군포시,군포경찰서,Y,1,15.5,2020-05-03
유치원,에덴유치원,경기도 군포시 금산로106번길 6,경기도 군포시 산본동 213-1번지,37.37129892,126.9368369,경기도 군포시,군포경찰서,Y,1,5.5,2020-05-03
유치원,우성유치원,경기도 군포시 고산로677번길 24-22,경기도 군포시 산본동 1059번지,37.37336206,126.9331817,경기도 군포시,군포경찰서,Y,1,16,2020-05-03
유치원,청운유치원,경기도 군포시 산본천로 119-13,경기도 군포시 산본동 1052-1번지,37.36557544,126.9334961,경기도 군포시,군포경찰서,Y,1,13.5,2020-05-03
유치원,소아유치원,경기도 군포시 한세로4번길 21,경기도 군포시 당정동 1003-3번지,37.34446212,126.9507587,경기도 군포시,군포경찰서,Y,1,10,2020-05-03
어린이집,산본어린이집,경기도 군포시 산본로369번길 26,경기도 군포시 산본동 1120-7번지,37.36197383,126.9282882,경기도 군포시,군포경찰서,Y,1,8,2020-05-03
어린이집,군포근로복지공단어린이집,경기도 군포시 당산로 190,경기도 군포시 금정동 702-11번지,37.36739806,126.9414596,경기도 군포시,군포경찰서,Y,1,10,2020-05-03
어린이집,군포시립군포1동어린이집,경기도 군포시 당산로7번길 7,경기도 군포시 당동 773번지,37.35229259,126.9436435,경기도 군포시,군포경찰서,Y,2,8,2020-05-03
어린이집,숲속반디어린이집,경기도 군포시 금당로69번길 19,경기도 군포시 당동 947-4번지,37.35333028,126.9396014,경기도 군포시,군포경찰서,Y,1,6.5,2020-05-03
초등학교,월곶초교,경기도 김포시 월곶면 군하로276번길 28,경기도 김포시 월곶면 군하리 84-1번지,37.71771201,126.5521777,경기도 김포시청,김포경찰서,Y,1,8,2020-05-11
초등학교,장기초교,경기도 김포시 김포한강2로 173,경기도 김포시 장기동 1639번지,37.6424329,126.6644191,경기도 김포시청,김포경찰서,Y,1,17,2020-05-11
초등학교,풍무초교,경기도 김포시 풍무로96번길 71,경기도 김포시 풍무동 136-10번지,37.6050882,126.7266294,경기도 김포시청,김포경찰서,Y,2,9,2020-05-11
