lon,lat
127.06150917316639,37.149280591106155
127.06165641237222,37.149535861108085
127.06095674539347,37.1494330714628
127.06129214772037,37.149440905795366
127.0683494614262,37.15483885046748
127.07355846165296,37.146371168024324
127.07321541097897,37.14637708325144
127.07287265210499,37.14638379553173
127.07215107208305,37.13379107096592
127.07248977215959,37.133795718305755
127.06087070382422,37.15001952007859
127.06100974916157,37.149763029446646
127.06096796023864,37.14948778996536
127.06194280832932,37.14963235415559
127.06168208670042,37.14980724451635
127.0733331915035,37.15611238454205
127.0730126199523,37.15620647399038
127.0726966348092,37.156310411117005
127.07242581084438,37.15643307552248
127.07236635516662,37.15616255957967
127.07222846770932,37.15590431099056
127.06221297816563,37.149604076513704
127.06357609080581,37.149466436552025
127.07205812070903,37.15571550890686
127.07238210045732,37.155795095926464
127.0727060802056,37.15587468294606
127.0733331915035,37.15611238454205
127.07302647404082,37.15599141134638
127.07277087615526,37.155890600349984
127.07291617147986,37.15564620107332
127.071933720145,37.15720277501805
127.07175268475555,37.157439109369214
127.07156811238774,37.15766648732271
127.07138363968282,37.15789335333632
127.0711992431907,37.1581198278665
127.07442111885526,37.14636212815828
127.07475922932173,37.1463559932577
127.07509733978819,37.14634985835712
127.07543545025466,37.14634372345653
127.07577356072113,37.14633758855595
127.0761116711876,37.14633145365537
127.07450300330483,37.14879717444269
127.07484231375535,37.148788174506784
127.0751816242059,37.148779174570876
127.07552093465642,37.14877017463497
127.07586024510697,37.14876117469906
127.0761995555575,37.14875217476315
127.06012087515558,37.15111462837237
127.05998276502443,37.15136697168777
127.05987468644126,37.1516252455504
127.05978957315948,37.15188805453738
127.06150917316639,37.149280591106155
127.06160943296732,37.149020780836345
127.06170969276825,37.148760970566535
127.06180995256919,37.148501160296725
127.06191952626399,37.148239955253274
127.06206692619507,37.14806850116017
127.06210333695465,37.148346103038726
127.06212680166622,37.14861632759769
127.0621502663778,37.14888655215667
127.06217373108937,37.149156776715635
127.06219753364053,37.14942917671469
127.06845616496722,37.146472316816244
127.06846699467236,37.14675053474118
127.06847178690212,37.14702584680516
127.06847657855305,37.14729953574936
127.06848137013966,37.14757304434692
127.06848611632138,37.14784622322961
127.0684908277817,37.14811914997738
127.0684955035339,37.148392073536805
127.06849914375016,37.14866490463378
127.06850278396644,37.14893773573077
127.06861564424437,37.14232479635068
127.06860156698862,37.14259701609578
127.06858762175902,37.142869511442434
127.06857433666015,37.143143384796865
127.0685611490803,37.14341609587157
127.06854807295072,37.143687478626596
127.06883024297393,37.16105605216997
127.06864070721193,37.16129216532299
127.06845616496722,37.146472316816244
127.06879437592308,37.14646594602431
127.06913258687892,37.14645957523237
127.06947079783478,37.146453204440434
127.06980900879063,37.1464468336485
127.07014727971995,37.14644046952927
127.07048609041041,37.146434165464335
127.07082490110088,37.14642786139941
127.07116371179134,37.146421557334484
127.07150252248181,37.14641525326955
127.07184203793425,37.14640893901142
127.07218190576766,37.1464026196567
127.07252177360107,37.146396300301966
127.06768371033844,37.15631228714293
127.06758493956426,37.15657354969357
127.0674864513083,37.15683452483975
127.06738937564344,37.157094062963715
127.06729024462523,37.15735655688282
127.06719021589299,37.157619142179
127.06709070259302,37.157880068876416
127.06698781579144,37.15814082886621
127.0668848126622,37.15840158310746
127.06677225072634,37.15866946262266
127.06443096569662,37.14937799791322
127.06476858038754,37.14933934012338
127.06510602504308,37.14930071306774
127.06544261952172,37.14926223968304
127.06578137837784,37.14922352418614
127.0661253588939,37.14918396946892
127.07348922997592,37.14399732568293
127.07348373021235,37.1437268409793
127.07347823044877,37.14345635627566
127.07347185918822,37.14318391130296
127.07355846165296,37.146371168024324
127.07354902913761,37.146099674866434
127.07353959662225,37.145828181708545
127.07353016410688,37.145556688550656
127.07352073159153,37.145285195392766
127.05862664394972,37.151497022406026
127.05834873790911,37.15133261820924
127.07355846165296,37.146371168024324
127.07356783071177,37.146641699623125
127.07357719977057,37.14691223122193
127.07358656882937,37.147182762820734
127.07359593788817,37.14745329441954
127.07360522164443,37.1477244198074
127.07361442009814,37.14799613898432
127.07362361855186,37.14826785816123
127.07363281700557,37.148539577338155
127.07364201545928,37.14881129651507
127.06221297816563,37.149604076513704
127.07018929040743,37.14892340971528
127.07053384800611,37.14891507890368
127.0708746315308,37.14890371311047
127.07121447153699,37.14889158857187
127.0715543115432,37.148879464033264
127.071895256632,37.14886685369597
127.07223693844254,37.14885391949288
127.07258342343262,37.14884091800992
127.07293487301712,37.14882853222832
127.06351510582664,37.14947665610083
127.06317917532841,37.14950924163509
127.0628432448302,37.14954182716934
127.06250731433198,37.14957441270359
127.0685032693286,37.148974113210365
127.0688459595974,37.14896412977588
127.06918703297161,37.148954033300605
127.06952487255673,37.14894371074375
127.06986271214183,37.148933388186904
127.0683494614262,37.15483885046748
127.06809303008161,37.15465434106482
127.06784888366995,37.154463147988324
127.06760473725829,37.15427195491183
127.06731646720664,37.15411044072642
127.06702352338901,37.15397103318093
127.0667437268494,37.153805760574755
127.0665751564381,37.15356461607278
127.06642223966246,37.15331969947598
127.06620977334704,37.1531062979538
127.06598043531578,37.15290527664865
127.06574557883637,37.15270906435792
127.06550871564855,37.15251460079971
127.06527185246073,37.152320137241496
127.06503498927292,37.15212567368329
127.06480725179554,37.151923500859425
127.06458559812515,37.151716188525135
127.06436394445475,37.151508876190846
127.06417831263147,37.15127067878598
127.06403594416908,37.15102132556111
127.06390539992229,37.15076872867015
127.0637888345147,37.150509530269325
127.06368588013409,37.15025024478544
127.06361754376033,37.149985464998615
127.06359572641584,37.14971229213199
127.0683494614262,37.15483885046748
127.06845021025379,37.15458027576215
127.06854961471635,37.15432114723141
127.06863022111379,37.15405642394532
127.06865656644,37.1537839492425
127.06865594823887,37.153505331799884
127.06864956603401,37.15322949933013
127.06863391663798,37.15295612522038
127.06861968776744,37.1526828421792
127.06860687942238,37.15240965020661
127.0685978942723,37.15213760055298
127.06858949730606,37.15186572664074
127.06857841732655,37.15159486726504
127.06856652077776,37.15132431666133
127.06855833287824,37.15105247355484
127.06855385362796,37.150779337945565
127.06854703225765,37.15050763537994
127.06853841985439,37.150237028671214
127.06852980745111,37.149966421962496
127.06852119504785,37.14969581525377
127.0685136852954,37.149425190136476
127.06850743571532,37.149154543980806
127.07374293398334,37.15271445582145
127.07373702161146,37.15244346982092
127.07373110923959,37.15217248382039
127.07372519686771,37.15190149781986
127.07371928449582,37.15163051181933
127.07371337212395,37.15135952581879
127.07370745975207,37.15108853981826
127.0733331915035,37.15611238454205
127.07364141982974,37.156250095241454
127.07393014995233,37.15639623966467
127.07205812070903,37.15571550890686
127.07172712883109,37.155648769455595
127.07374293398334,37.15271445582145
127.07375173377176,37.15298755368261
127.07376053356018,37.15326065154377
127.0737693333486,37.15353374940492
127.07374787559185,37.153806460985976
127.07367093386324,37.1540736449701
127.07354761101024,37.15433301772156
127.07342532531084,37.15459016893204
127.07330316200508,37.15484685769232
127.0731811146509,37.15510238198431
127.07305929391427,37.15535535519139
127.0683494614262,37.15483885046748
127.06863694220395,37.15498853055183
127.06893698803064,37.155134692468636
127.06925455808472,37.15524449441577
127.06958915835686,37.155310272411185
127.06992265485255,37.15536560281232
127.0702580565972,37.15541312958153
127.06357715582334,37.16594885088449
127.0636298473901,37.16568131706299
127.06368253895687,37.16541378324148
127.06374051183771,37.16514702751239
127.06380640668968,37.1648814389219
127.06387230154164,37.16461585033142
127.0639381963936,37.164350261740935
127.07815643303246,37.14550472635601
127.07816409370982,37.145230228388684
127.07817195465462,37.14495601982735
127.07818111733795,37.14468369240497
127.07819028002127,37.14441136498259
127.07819893300245,37.14413919430032
127.07820427291965,37.14386804242878
127.07820961283683,37.14359689055724
127.07821495275402,37.143325738685704
127.0782202926712,37.14305458681416
127.0782256325884,37.14278343494262
127.0782309725056,37.142512283071085
127.07823631242277,37.14224113119954
127.07823956996042,37.141967178386366
127.07824087554191,37.14169192490599
127.07823936260777,37.14141950456168
127.078238574263,37.141147472486296
127.078239778539,37.14087650815043
127.07348922997592,37.14399732568293
127.07314375214447,37.14399413433523
127.07280529124884,37.144000493161606
127.07246563947697,37.14400609498337
127.0721251937876,37.14401119213539
127.07178474809821,37.14401628928741
127.07144510946436,37.14401553653742
127.07110708494159,37.144003083983414
127.0707690604188,37.1439906314294
127.07043111394309,37.143976540170314
127.07009326952895,37.14396030598919
127.0697554251148,37.14394407180807
127.06941758070066,37.14392783762695
127.0690795868004,37.143911787553726
127.06874139741831,37.14389597823699
127.07458804674012,37.15539621827955
127.07469723192439,37.155137345501934
127.06830828892386,37.15676352223129
127.06806211216777,37.156577594140714
127.06780870933373,37.15639474418975
127.06830828892386,37.15676352223129
127.06857909203148,37.156925553762655
127.06884989513911,37.157087585294015
127.06912084376849,37.157251678310566
127.06939557254327,37.157417100403826
127.06966842223478,37.157577737367724
127.06993412864067,37.157747056970486
127.07020716307295,37.15791202329521
127.06369676569723,37.15898028681055
127.06367306302396,37.15925431216705
127.06357603178898,37.15951486809451
127.05713986188353,37.14256507799115
127.05709982963175,37.14229638485087
127.05705979737998,37.1420276917106
127.0570197651282,37.141758998570324
127.05697973287643,37.14149030543005
127.05693970062465,37.141221612289776
127.05689966837288,37.1409529191495
127.0568596361211,37.14068422600922
127.05681960386933,37.14041553286894
127.05677957161755,37.14014683972867
127.05673953936578,37.139878146588394
127.06830828892386,37.15676352223129
127.06810301098791,37.15698521680436
127.06804219375897,37.15726117329897
127.0680626728384,37.15754174009031
127.06808616529113,37.157815666076495
127.06812483234413,37.15809197537874
127.06814407099503,37.15836343014504
127.06816330964594,37.158634884911336
127.06817919732741,37.158911597666915
127.06820333292305,37.15918257267136
127.06731610038467,37.14360064766565
127.06741072608926,37.143870790730666
127.06746573620079,37.14414378363977
127.06751532748926,37.14441511869995
127.06731610038467,37.14360064766565
127.06719011258771,37.143346579634674
127.06706604172949,37.143091882685276
127.0669444776373,37.142836363304106
127.06682294407446,37.142579959376256
127.06670145043462,37.14232239873352
127.06690732829168,37.14219445135394
127.06724650295315,37.142220744508094
127.06148717807034,37.13980101534285
127.06149564330065,37.14007205926675
127.06150410853094,37.14034310319065
127.06151257376125,37.140614147114555
127.06152103899154,37.14088519103846
127.06152950422185,37.14115623496236
127.06153796945215,37.14142727888626
127.06154643468246,37.141698322810164
127.0615648297729,37.14196902529185
127.06158322486336,37.142239727773536
127.0616016199538,37.142510430255214
127.06162001504426,37.1427811327369
127.0616384101347,37.143051835218586
127.05620332593132,37.134184905019126
127.05654208779144,37.134181689011065
127.05688084965156,37.134178473003004
127.05721961151167,37.13417525699494
127.05755837337179,37.13417204098688
127.05789713523191,37.13416882497882
127.05823589709203,37.13416560897076
127.05857465895215,37.1341623929627
127.05891381489079,37.134159443024515
127.05925306934907,37.1341565596038
127.05959232380734,37.13415367618308
127.05993352727072,37.134157337323956
127.06901628491333,37.14235412766368
127.06935843512977,37.14237861160221
127.06969555956593,37.14240349065914
127.07003251069932,37.14242838334084
127.07036946183271,37.14245327602254
127.07070641296612,37.14247816870425
127.07428907581462,37.14278819145149
127.07394444843435,37.14275640498013
127.07808053854345,37.14308831255665
127.0782306908616,37.136966137949145
127.0782362969258,37.13724041438463
127.07576060007891,37.16168073734924
127.07586696812484,37.161613700836355
127.0761157198606,37.16143074276272
127.07636447159634,37.161247784689074
127.07661322333209,37.16106482661544
127.07686197506783,37.16088186854179
127.08321550869114,37.15951844672525
127.08295430214724,37.159329404054716
127.08267059107759,37.159162428117206
127.08235483735301,37.15904269042535
127.08203534637022,37.15894104445056
127.08409762795577,37.15886998112904
127.08381769064678,37.15904315306783
127.08362108709579,37.15927844804499
127.08287848568524,37.15820303847883
127.08312210306076,37.158397710738484
127.08338733677009,37.15857999121087
127.08369199040081,37.15872027030392
127.08400401928924,37.15883543247708
127.04766344488954,37.14164942561358
127.0473787592857,37.141494099478216
127.0470592679451,37.14138967539007
127.0758440380968,37.13587948249273
127.07550551746567,37.13588714895983
127.0758440380968,37.13587948249273
127.07605894531957,37.13587918406873
127.07639846467903,37.135876804433295
127.07673798403849,37.13587442479787
127.07707750339794,37.13587204516244
127.0774170227574,37.135869665527004
127.07984341130572,37.15249241580443
127.07952330174707,37.152603638390936
127.07920862816545,37.15270503259506
127.07889395458382,37.15280642679919
127.07857928100219,37.15290782100331
127.06357609080581,37.149466436552025
127.06356221722149,37.14919607855694
