사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6536400,2019048,11140162  ,11140004  ,서울특별시 중구4,서울특별시 중구 신당동(약수역 부근),3,6,0,1,5,0,127.0107248,37.55581423,"{""type"":""Polygon"",""coordinates"":[[[127.01341971,37.55581423],[127.01336793,37.55539743],[127.01321457,37.55499664],[127.01296553,37.55462728],[127.01263038,37.55430352],[127.012222,37.55403782],[127.01175608,37.55384039],[127.01125052,37.55371881],[127.01072477,37.55367775],[127.01019901,37.55371881],[127.00969345,37.55384039],[127.00922753,37.55403782],[127.00881915,37.55430352],[127.008484,37.55462728],[127.00823496,37.55499664],[127.0080816,37.55539743],[127.00802982,37.55581423],[127.0080816,37.55623103],[127.00823496,37.55663181],[127.008484,37.55700117],[127.00881915,37.55732491],[127.00922753,37.5575906],[127.00969345,37.55778802],[127.01019901,37.55790959],[127.01072477,37.55795064],[127.01125052,37.55790959],[127.01175608,37.55778802],[127.012222,37.5575906],[127.01263038,37.55732491],[127.01296553,37.55700117],[127.01321457,37.55663181],[127.01336793,37.55623103],[127.01341971,37.55581423]]]}"
6536404,2019048,11170130  ,11170001  ,서울특별시 용산구1,서울특별시 용산구 이태원동(이태원지하차도남측 부근),7,12,0,4,7,1,126.9908415,37.53449434,"{""type"":""Polygon"",""coordinates"":[[[126.99353646,37.53449434],[126.99348467,37.53407742],[126.99333132,37.53367652],[126.99308228,37.53330705],[126.99274713,37.5329832],[126.99233874,37.53271742],[126.99187282,37.53251993],[126.99136727,37.53239832],[126.99084151,37.53235726],[126.99031575,37.53239832],[126.9898102,37.53251993],[126.98934428,37.53271742],[126.9889359,37.5329832],[126.98860075,37.53330705],[126.98835171,37.53367652],[126.98819835,37.53407742],[126.98814657,37.53449434],[126.98819835,37.53491126],[126.98835171,37.53531215],[126.98860075,37.53568162],[126.9889359,37.53600545],[126.98934428,37.53627122],[126.9898102,37.5364687],[126.99031575,37.53659031],[126.99084151,37.53663137],[126.99136727,37.53659031],[126.99187282,37.5364687],[126.99233874,37.53627122],[126.99274713,37.53600545],[126.99308228,37.53568162],[126.99333132,37.53531215],[126.99348467,37.53491126],[126.99353646,37.53449434]]]}"
6536463,2019048,11170136  ,11170002  ,서울특별시 용산구2,서울특별시 용산구 보광동(정수기능대학 부근),4,5,0,3,2,0,126.9965847,37.53043584,"{""type"":""Polygon"",""coordinates"":[[[126.99927962,37.53043584],[126.99922784,37.53001889],[126.99907448,37.52961797],[126.99882544,37.52924848],[126.99849029,37.52892461],[126.99808191,37.52865882],[126.99761599,37.52846132],[126.99711043,37.5283397],[126.99658468,37.52829863],[126.99605892,37.5283397],[126.99555336,37.52846132],[126.99508744,37.52865882],[126.99467906,37.52892461],[126.99434391,37.52924848],[126.99409487,37.52961797],[126.99394151,37.53001889],[126.99388973,37.53043584],[126.99394151,37.53085278],[126.99409487,37.53125369],[126.99434391,37.53162318],[126.99467906,37.53194703],[126.99508744,37.53221281],[126.99555336,37.5324103],[126.99605892,37.53253191],[126.99658468,37.53257298],[126.99711043,37.53253191],[126.99761599,37.5324103],[126.99808191,37.53221281],[126.99849029,37.53194703],[126.99882544,37.53162318],[126.99907448,37.53125369],[126.99922784,37.53085278],[126.99927962,37.53043584]]]}"
6536025,2019048,11170131  ,11170003  ,서울특별시 용산구3,서울특별시 용산구 한남동(이태원호텔 부근),3,4,0,3,1,0,126.9981385,37.53501231,"{""type"":""Polygon"",""coordinates"":[[[127.00083347,37.53501231],[127.00078169,37.53459539],[127.00062833,37.53419449],[127.00037929,37.53382502],[127.00004414,37.53350118],[126.99963576,37.5332354],[126.99916984,37.53303791],[126.99866428,37.5329163],[126.99813853,37.53287524],[126.99761277,37.5329163],[126.99710721,37.53303791],[126.99664129,37.5332354],[126.99623291,37.53350118],[126.99589776,37.53382502],[126.99564872,37.53419449],[126.99549536,37.53459539],[126.99544358,37.53501231],[126.99549536,37.53542922],[126.99564872,37.53583011],[126.99589776,37.53619958],[126.99623291,37.53652341],[126.99664129,37.53678917],[126.99710721,37.53698665],[126.99761277,37.53710826],[126.99813853,37.53714932],[126.99866428,37.53710826],[126.99916984,37.53698665],[126.99963576,37.53678917],[127.00004414,37.53652341],[127.00037929,37.53619958],[127.00062833,37.53583011],[127.00078169,37.53542922],[127.00083347,37.53501231]]]}"
6536157,2019048,11170128  ,11170004  ,서울특별시 용산구4,서울특별시 용산구 한강로3가(철도건설본부 부근),3,4,0,1,3,0,126.9667104,37.52970982,"{""type"":""Polygon"",""coordinates"":[[[126.96940537,37.52970982],[126.96935359,37.52929287],[126.96920023,37.52889195],[126.96895119,37.52852245],[126.96861604,37.52819858],[126.96820766,37.52793279],[126.96774173,37.52773528],[126.96723618,37.52761366],[126.96671042,37.5275726],[126.96618467,37.52761366],[126.96567911,37.52773528],[126.96521319,37.52793279],[126.96480481,37.52819858],[126.96446966,37.52852245],[126.96422062,37.52889195],[126.96406726,37.52929287],[126.96401548,37.52970982],[126.96406726,37.53012676],[126.96422062,37.53052768],[126.96446966,37.53089717],[126.96480481,37.53122103],[126.96521319,37.53148681],[126.96567911,37.5316843],[126.96618467,37.53180592],[126.96671042,37.53184698],[126.96723618,37.53180592],[126.96774173,37.5316843],[126.96820766,37.53148681],[126.96861604,37.53122103],[126.96895119,37.53089717],[126.96920023,37.53052768],[126.96935359,37.53012676],[126.96940537,37.52970982]]]}"
6536144,2019048,11200102  ,11200001  ,서울특별시 성동구1,서울특별시 성동구 하왕십리동(양지사거리 부근),3,4,0,1,3,0,127.0302027,37.56773707,"{""type"":""Polygon"",""coordinates"":[[[127.03289763,37.56773707],[127.03284585,37.56732034],[127.03269249,37.56691961],[127.03244345,37.5665503],[127.0321083,37.5662266],[127.03169991,37.56596094],[127.03123399,37.56576354],[127.03072844,37.56564198],[127.03020268,37.56560094],[127.02967693,37.56564198],[127.02917137,37.56576354],[127.02870545,37.56596094],[127.02829707,37.5662266],[127.02796192,37.5665503],[127.02771288,37.56691961],[127.02755952,37.56732034],[127.02750774,37.56773707],[127.02755952,37.5681538],[127.02771288,37.56855452],[127.02796192,37.56892382],[127.02829707,37.56924751],[127.02870545,37.56951315],[127.02917137,37.56971055],[127.02967693,37.5698321],[127.03020268,37.56987314],[127.03072844,37.5698321],[127.03123399,37.56971055],[127.03169991,37.56951315],[127.0321083,37.56924751],[127.03244345,37.56892382],[127.03269249,37.56855452],[127.03284585,37.5681538],[127.03289763,37.56773707]]]}"
6536264,2019048,11200115  ,11200002  ,서울특별시 성동구2,서울특별시 성동구 성수동2가(장안둑길광나룻길진입 부근),3,3,0,0,3,0,127.0428366,37.55158941,"{""type"":""Polygon"",""coordinates"":[[[127.04553156,37.55158941],[127.04547978,37.55117258],[127.04532642,37.55077178],[127.04507738,37.55040239],[127.04474223,37.55007861],[127.04433384,37.5498129],[127.04386792,37.54961545],[127.04336237,37.54949387],[127.04283661,37.54945281],[127.04231085,37.54949387],[127.0418053,37.54961545],[127.04133938,37.5498129],[127.040931,37.55007861],[127.04059585,37.55040239],[127.04034681,37.55077178],[127.04019345,37.55117258],[127.04014167,37.55158941],[127.04019345,37.55200623],[127.04034681,37.55240703],[127.04059585,37.55277641],[127.040931,37.55310017],[127.04133938,37.55336588],[127.0418053,37.55356331],[127.04231085,37.55368489],[127.04283661,37.55372594],[127.04336237,37.55368489],[127.04386792,37.55356331],[127.04433384,37.55336588],[127.04474223,37.55310017],[127.04507738,37.55277641],[127.04532642,37.55240703],[127.04547978,37.55200623],[127.04553156,37.55158941]]]}"
6536104,2019048,11215105  ,11215001  ,서울특별시 광진구1,서울특별시 광진구 자양동(자양사거리일반국도3호 부근),4,8,0,0,8,0,127.0833631,37.53795767,"{""type"":""Polygon"",""coordinates"":[[[127.08605806,37.53795767],[127.08600628,37.53754077],[127.08585292,37.53713989],[127.08560388,37.53677043],[127.08526873,37.5364466],[127.08486035,37.53618083],[127.08439443,37.53598335],[127.08388887,37.53586174],[127.08336312,37.53582068],[127.08283736,37.53586174],[127.0823318,37.53598335],[127.08186588,37.53618083],[127.0814575,37.5364466],[127.08112235,37.53677043],[127.08087331,37.53713989],[127.08071995,37.53754077],[127.08066817,37.53795767],[127.08071995,37.53837457],[127.08087331,37.53877544],[127.08112235,37.53914489],[127.0814575,37.53946871],[127.08186588,37.53973446],[127.0823318,37.53993193],[127.08283736,37.54005353],[127.08336312,37.54009459],[127.08388887,37.54005353],[127.08439443,37.53993193],[127.08486035,37.53973446],[127.08526873,37.53946871],[127.08560388,37.53914489],[127.08585292,37.53877544],[127.08600628,37.53837457],[127.08605806,37.53795767]]]}"
6536459,2019048,11215101  ,11215002  ,서울특별시 광진구2,서울특별시 광진구 중곡동(중곡사거리 부근),3,4,0,2,2,0,127.087737,37.55971366,"{""type"":""Polygon"",""coordinates"":[[[127.09043195,37.55971366],[127.09038017,37.55929688],[127.09022681,37.55889611],[127.08997777,37.55852676],[127.08964262,37.55820303],[127.08923424,37.55793734],[127.08876832,37.55773992],[127.08826276,37.55761834],[127.08773701,37.55757729],[127.08721125,37.55761834],[127.0867057,37.55773992],[127.08623978,37.55793734],[127.08583139,37.55820303],[127.08549624,37.55852676],[127.0852472,37.55889611],[127.08509384,37.55929688],[127.08504206,37.55971366],[127.08509384,37.56013043],[127.0852472,37.56053119],[127.08549624,37.56090053],[127.08583139,37.56122426],[127.08623978,37.56148993],[127.0867057,37.56168734],[127.08721125,37.56180891],[127.08773701,37.56184996],[127.08826276,37.56180891],[127.08876832,37.56168734],[127.08923424,37.56148993],[127.08964262,37.56122426],[127.08997777,37.56090053],[127.09022681,37.56053119],[127.09038017,37.56013043],[127.09043195,37.55971366]]]}"
6535989,2019048,11215109  ,11215003  ,서울특별시 광진구3,서울특별시 광진구 군자동(초원모텔 부근),3,8,0,1,7,0,127.0684092,37.54997308,"{""type"":""Polygon"",""coordinates"":[[[127.07110413,37.54997308],[127.07105235,37.54955625],[127.07089899,37.54915543],[127.07064995,37.54878604],[127.0703148,37.54846225],[127.06990642,37.54819653],[127.0694405,37.54799908],[127.06893494,37.5478775],[127.06840919,37.54783644],[127.06788343,37.5478775],[127.06737787,37.54799908],[127.06691195,37.54819653],[127.06650357,37.54846225],[127.06616842,37.54878604],[127.06591938,37.54915543],[127.06576602,37.54955625],[127.06571424,37.54997308],[127.06576602,37.55038991],[127.06591938,37.55079072],[127.06616842,37.55116011],[127.06650357,37.55148388],[127.06691195,37.55174959],[127.06737787,37.55194703],[127.06788343,37.55206861],[127.06840919,37.55210966],[127.06893494,37.55206861],[127.0694405,37.55194703],[127.06990642,37.55174959],[127.0703148,37.55148388],[127.07064995,37.55116011],[127.07089899,37.55079072],[127.07105235,37.55038991],[127.07110413,37.54997308]]]}"
6536367,2019048,11230106  ,11230001  ,서울특별시 동대문구1,서울특별시 동대문구 장안동(우진빌딩 부근),7,9,0,2,6,1,127.0712392,37.571742,"{""type"":""Polygon"",""coordinates"":[[[127.07393417,37.571742],[127.07388239,37.57132529],[127.07372903,37.57092459],[127.07347999,37.5705553],[127.07314484,37.57023162],[127.07273645,37.56996597],[127.07227053,37.56976858],[127.07176498,37.56964703],[127.07123922,37.56960598],[127.07071347,37.56964703],[127.07020791,37.56976858],[127.06974199,37.56996597],[127.06933361,37.57023162],[127.06899846,37.5705553],[127.06874942,37.57092459],[127.06859606,37.57132529],[127.06854428,37.571742],[127.06859606,37.57215871],[127.06874942,37.57255941],[127.06899846,37.57292868],[127.06933361,37.57325236],[127.06974199,37.57351799],[127.07020791,37.57371537],[127.07071347,37.57383692],[127.07123922,37.57387796],[127.07176498,37.57383692],[127.07227053,37.57371537],[127.07273645,37.57351799],[127.07314484,37.57325236],[127.07347999,37.57292868],[127.07372903,37.57255941],[127.07388239,37.57215871],[127.07393417,37.571742]]]}"
6536180,2019048,11230101  ,11230002  ,서울특별시 동대문구2,서울특별시 동대문구 신설동(대광고교앞 부근),5,8,0,2,6,0,127.0244214,37.57762874,"{""type"":""Polygon"",""coordinates"":[[[127.0271163,37.57762874],[127.02706452,37.57721207],[127.02691116,37.5768114],[127.02666212,37.57644214],[127.02632697,37.57611848],[127.02591859,37.57585285],[127.02545267,37.57565548],[127.02494711,37.57553393],[127.02442135,37.57549289],[127.0238956,37.57553393],[127.02339004,37.57565548],[127.02292412,37.57585285],[127.02251574,37.57611848],[127.02218059,37.57644214],[127.02193155,37.5768114],[127.02177819,37.57721207],[127.02172641,37.57762874],[127.02177819,37.57804542],[127.02193155,37.57844608],[127.02218059,37.57881533],[127.02251574,37.57913898],[127.02292412,37.57940459],[127.02339004,37.57960196],[127.0238956,37.57972349],[127.02442135,37.57976453],[127.02494711,37.57972349],[127.02545267,37.57960196],[127.02591859,37.57940459],[127.02632697,37.57913898],[127.02666212,37.57881533],[127.02691116,37.57844608],[127.02706452,37.57804542],[127.0271163,37.57762874]]]}"
6536407,2019048,11230103  ,11230003  ,서울특별시 동대문구3,서울특별시 동대문구 제기동(성바오로병원앞 부근),3,5,1,1,3,0,127.0429996,37.57865756,"{""type"":""Polygon"",""coordinates"":[[[127.04569454,37.57865756],[127.04564276,37.57824089],[127.0454894,37.57784022],[127.04524036,37.57747097],[127.04490521,37.57714731],[127.04449683,37.57688169],[127.04403091,37.57668432],[127.04352535,37.57656278],[127.0429996,37.57652174],[127.04247384,37.57656278],[127.04196829,37.57668432],[127.04150237,37.57688169],[127.04109398,37.57714731],[127.04075883,37.57747097],[127.04050979,37.57784022],[127.04035643,37.57824089],[127.04030465,37.57865756],[127.04035643,37.57907423],[127.04050979,37.57947489],[127.04075883,37.57984413],[127.04109398,37.58016777],[127.04150237,37.58043338],[127.04196829,37.58063075],[127.04247384,37.58075228],[127.0429996,37.58079332],[127.04352535,37.58075228],[127.04403091,37.58063075],[127.04449683,37.58043338],[127.04490521,37.58016777],[127.04524036,37.57984413],[127.0454894,37.57947489],[127.04564276,37.57907423],[127.04569454,37.57865756]]]}"
6536270,2019048,11230106  ,11230004  ,서울특별시 동대문구4,서울특별시 동대문구 장안동(부품상가삼거리 부근),3,4,0,3,1,0,127.059201,37.56415337,"{""type"":""Polygon"",""coordinates"":[[[127.06189592,37.56415337],[127.06184414,37.56373662],[127.06169078,37.56333588],[127.06144174,37.56296655],[127.06110659,37.56264283],[127.06069821,37.56237716],[127.06023229,37.56217975],[127.05972673,37.56205818],[127.05920097,37.56201714],[127.05867522,37.56205818],[127.05816966,37.56217975],[127.05770374,37.56237716],[127.05729536,37.56264283],[127.05696021,37.56296655],[127.05671117,37.56333588],[127.05655781,37.56373662],[127.05650603,37.56415337],[127.05655781,37.56457012],[127.05671117,37.56497086],[127.05696021,37.56534017],[127.05729536,37.56566388],[127.05770374,37.56592954],[127.05816966,37.56612694],[127.05867522,37.5662485],[127.05920097,37.56628955],[127.05972673,37.5662485],[127.06023229,37.56612694],[127.06069821,37.56592954],[127.06110659,37.56566388],[127.06144174,37.56534017],[127.06169078,37.56497086],[127.06184414,37.56457012],[127.06189592,37.56415337]]]}"
6536282,2019048,11230104  ,11230005  ,서울특별시 동대문구5,서울특별시 동대문구 전농동(전농파출소앞 부근),3,3,0,0,2,1,127.0482162,37.57563108,"{""type"":""Polygon"",""coordinates"":[[[127.05091113,37.57563108],[127.05085935,37.57521439],[127.05070599,37.57481371],[127.05045695,37.57444444],[127.0501218,37.57412078],[127.04971342,37.57385515],[127.0492475,37.57365776],[127.04874195,37.57353622],[127.04821619,37.57349518],[127.04769043,37.57353622],[127.04718488,37.57365776],[127.04671896,37.57385515],[127.04631057,37.57412078],[127.04597542,37.57444444],[127.04572638,37.57481371],[127.04557303,37.57521439],[127.04552124,37.57563108],[127.04557303,37.57604777],[127.04572638,37.57644844],[127.04597542,37.5768177],[127.04631057,37.57714136],[127.04671896,37.57740698],[127.04718488,37.57760435],[127.04769043,37.57772589],[127.04821619,37.57776693],[127.04874195,37.57772589],[127.0492475,37.57760435],[127.04971342,37.57740698],[127.0501218,37.57714136],[127.05045695,37.5768177],[127.05070599,37.57644844],[127.05085935,37.57604777],[127.05091113,37.57563108]]]}"
6536433,2019048,11260103  ,11260001  ,서울특별시 중랑구1,서울특별시 중랑구 중화동(동아청룡태권도 부근),5,9,1,4,4,0,127.0825644,37.59997674,"{""type"":""Polygon"",""coordinates"":[[[127.08525932,37.59997674],[127.08520754,37.59956018],[127.08505418,37.59915963],[127.08480514,37.59879048],[127.08446999,37.59846692],[127.0840616,37.59820138],[127.08359568,37.59800406],[127.08309013,37.59788255],[127.08256437,37.59784153],[127.08203861,37.59788255],[127.08153306,37.59800406],[127.08106714,37.59820138],[127.08065876,37.59846692],[127.08032361,37.59879048],[127.08007457,37.59915963],[127.07992121,37.59956018],[127.07986943,37.59997674],[127.07992121,37.60039329],[127.08007457,37.60079383],[127.08032361,37.60116297],[127.08065876,37.60148652],[127.08106714,37.60175205],[127.08153306,37.60194936],[127.08203861,37.60207086],[127.08256437,37.60211188],[127.08309013,37.60207086],[127.08359568,37.60194936],[127.0840616,37.60175205],[127.08446999,37.60148652],[127.08480514,37.60116297],[127.08505418,37.60079383],[127.08520754,37.60039329],[127.08525932,37.59997674]]]}"
6536294,2019048,11260101  ,11260002  ,서울특별시 중랑구2,서울특별시 중랑구 면목동(면목두산아파트 부근),5,6,0,1,2,3,127.0827484,37.58121135,"{""type"":""Polygon"",""coordinates"":[[[127.08544339,37.58121135],[127.08539161,37.58079469],[127.08523825,37.58039404],[127.08498921,37.5800248],[127.08465406,37.57970115],[127.08424568,37.57943555],[127.08377976,37.57923818],[127.08327421,37.57911664],[127.08274845,37.5790756],[127.08222269,37.57911664],[127.08171714,37.57923818],[127.08125122,37.57943555],[127.08084283,37.57970115],[127.08050768,37.5800248],[127.08025864,37.58039404],[127.08010529,37.58079469],[127.0800535,37.58121135],[127.08010529,37.58162801],[127.08025864,37.58202865],[127.08050768,37.58239788],[127.08084283,37.58272151],[127.08125122,37.58298711],[127.08171714,37.58318447],[127.08222269,37.583306],[127.08274845,37.58334704],[127.08327421,37.583306],[127.08377976,37.58318447],[127.08424568,37.58298711],[127.08465406,37.58272151],[127.08498921,37.58239788],[127.08523825,37.58202865],[127.08539161,37.58162801],[127.08544339,37.58121135]]]}"
6536121,2019048,11260105  ,11260003  ,서울특별시 중랑구3,서울특별시 중랑구 망우동(망우동우체국 부근),4,5,0,1,3,1,127.0996457,37.6003604,"{""type"":""Polygon"",""coordinates"":[[[127.10234069,37.6003604],[127.10228891,37.59994385],[127.10213555,37.5995433],[127.10188651,37.59917415],[127.10155136,37.59885059],[127.10114298,37.59858505],[127.10067706,37.59838774],[127.1001715,37.59826623],[127.09964575,37.5982252],[127.09911999,37.59826623],[127.09861444,37.59838774],[127.09814852,37.59858505],[127.09774013,37.59885059],[127.09740498,37.59917415],[127.09715594,37.5995433],[127.09700258,37.59994385],[127.0969508,37.6003604],[127.09700258,37.60077695],[127.09715594,37.60117749],[127.09740498,37.60154663],[127.09774013,37.60187018],[127.09814852,37.6021357],[127.09861444,37.60233301],[127.09911999,37.60245451],[127.09964575,37.60249554],[127.1001715,37.60245451],[127.10067706,37.60233301],[127.10114298,37.6021357],[127.10155136,37.60187018],[127.10188651,37.60154663],[127.10213555,37.60117749],[127.10228891,37.60077695],[127.10234069,37.6003604]]]}"
6536377,2019048,11260101  ,11260004  ,서울특별시 중랑구4,서울특별시 중랑구 면목동(sk텔레콤 부근),4,7,0,0,7,0,127.0836251,37.57224602,"{""type"":""Polygon"",""coordinates"":[[[127.08632009,37.57224602],[127.08626831,37.57182932],[127.08611495,37.57142862],[127.08586591,37.57105933],[127.08553076,37.57073565],[127.08512238,37.57047001],[127.08465646,37.57027262],[127.08415091,37.57015106],[127.08362515,37.57011002],[127.08309939,37.57015106],[127.08259384,37.57027262],[127.08212792,37.57047001],[127.08171953,37.57073565],[127.08138438,37.57105933],[127.08113534,37.57142862],[127.08098198,37.57182932],[127.0809302,37.57224602],[127.08098198,37.57266273],[127.08113534,37.57306342],[127.08138438,37.5734327],[127.08171953,37.57375637],[127.08212792,37.574022],[127.08259384,37.57421938],[127.08309939,37.57434093],[127.08362515,37.57438197],[127.08415091,37.57434093],[127.08465646,37.57421938],[127.08512238,37.574022],[127.08553076,37.57375637],[127.08586591,37.5734327],[127.08611495,37.57306342],[127.08626831,37.57266273],[127.08632009,37.57224602]]]}"
6535985,2019048,11260102  ,11260005  ,서울특별시 중랑구5,서울특별시 중랑구 상봉동(봉화삼거리 부근),3,3,0,2,1,0,127.0877348,37.60324877,"{""type"":""Polygon"",""coordinates"":[[[127.09042973,37.60324877],[127.09037795,37.60283223],[127.09022459,37.6024317],[127.08997555,37.60206257],[127.0896404,37.60173902],[127.08923202,37.60147349],[127.0887661,37.60127618],[127.08826054,37.60115468],[127.08773478,37.60111365],[127.08720903,37.60115468],[127.08670347,37.60127618],[127.08623755,37.60147349],[127.08582917,37.60173902],[127.08549402,37.60206257],[127.08524498,37.6024317],[127.08509162,37.60283223],[127.08503984,37.60324877],[127.08509162,37.6036653],[127.08524498,37.60406582],[127.08549402,37.60443495],[127.08582917,37.60475848],[127.08623755,37.605024],[127.08670347,37.6052213],[127.08720903,37.6053428],[127.08773478,37.60538382],[127.08826054,37.6053428],[127.0887661,37.6052213],[127.08923202,37.605024],[127.0896404,37.60475848],[127.08997555,37.60443495],[127.09022459,37.60406582],[127.09037795,37.6036653],[127.09042973,37.60324877]]]}"
6536475,2019048,11260103  ,11260006  ,서울특별시 중랑구6,서울특별시 중랑구 중화동(한미은행 부근),3,5,0,0,5,0,127.0772824,37.59327806,"{""type"":""Polygon"",""coordinates"":[[[127.07997734,37.59327806],[127.07992556,37.59286147],[127.0797722,37.59246089],[127.07952316,37.59209171],[127.07918801,37.59176811],[127.07877962,37.59150255],[127.0783137,37.59130521],[127.07780815,37.59118369],[127.07728239,37.59114266],[127.07675663,37.59118369],[127.07625108,37.59130521],[127.07578516,37.59150255],[127.07537678,37.59176811],[127.07504163,37.59209171],[127.07479259,37.59246089],[127.07463923,37.59286147],[127.07458745,37.59327806],[127.07463923,37.59369465],[127.07479259,37.59409523],[127.07504163,37.5944644],[127.07537678,37.59478798],[127.07578516,37.59505354],[127.07625108,37.59525086],[127.07675663,37.59537237],[127.07728239,37.5954134],[127.07780815,37.59537237],[127.0783137,37.59525086],[127.07877962,37.59505354],[127.07918801,37.59478798],[127.07952316,37.5944644],[127.0797722,37.59409523],[127.07992556,37.59369465],[127.07997734,37.59327806]]]}"
6536452,2019048,11290111  ,11290001  ,서울특별시 성북구1,서울특별시 성북구 삼선동1가(한성대입구역 부근),4,6,0,2,3,1,127.0065041,37.58806489,"{""type"":""Polygon"",""coordinates"":[[[127.00919903,37.58806489],[127.00914725,37.58764827],[127.00899389,37.58724765],[127.00874485,37.58687845],[127.0084097,37.58655483],[127.00800132,37.58628925],[127.0075354,37.5860919],[127.00702984,37.58597037],[127.00650408,37.58592934],[127.00597833,37.58597037],[127.00547277,37.5860919],[127.00500685,37.58628925],[127.00459847,37.58655483],[127.00426332,37.58687845],[127.00401428,37.58724765],[127.00386092,37.58764827],[127.00380914,37.58806489],[127.00386092,37.58848151],[127.00401428,37.58888211],[127.00426332,37.58925131],[127.00459847,37.58957491],[127.00500685,37.58984049],[127.00547277,37.59003782],[127.00597833,37.59015934],[127.00650408,37.59020038],[127.00702984,37.59015934],[127.0075354,37.59003782],[127.00800132,37.58984049],[127.0084097,37.58957491],[127.00874485,37.58925131],[127.00899389,37.58888211],[127.00914725,37.58848151],[127.00919903,37.58806489]]]}"
6536042,2019048,11290134  ,11290002  ,서울특별시 성북구2,서울특별시 성북구 길음동(길음교 부근),3,5,0,1,2,2,127.0217314,37.60156661,"{""type"":""Polygon"",""coordinates"":[[[127.02442632,37.60156661],[127.02437454,37.60115006],[127.02422118,37.60074952],[127.02397214,37.60038038],[127.02363699,37.60005683],[127.02322861,37.59979129],[127.02276268,37.59959398],[127.02225713,37.59947247],[127.02173137,37.59943145],[127.02120562,37.59947247],[127.02070006,37.59959398],[127.02023414,37.59979129],[127.01982576,37.60005683],[127.01949061,37.60038038],[127.01924157,37.60074952],[127.01908821,37.60115006],[127.01903643,37.60156661],[127.01908821,37.60198315],[127.01924157,37.60238368],[127.01949061,37.60275282],[127.01982576,37.60307636],[127.02023414,37.60334189],[127.02070006,37.60353919],[127.02120562,37.60366069],[127.02173137,37.60370171],[127.02225713,37.60366069],[127.02276268,37.60353919],[127.02322861,37.60334189],[127.02363699,37.60307636],[127.02397214,37.60275282],[127.02422118,37.60238368],[127.02437454,37.60198315],[127.02442632,37.60156661]]]}"
6536022,2019048,11290125  ,11290003  ,서울특별시 성북구3,서울특별시 성북구 안암동5가(고대앞사거리제기로진 부근),3,4,0,1,2,1,127.0343783,37.58636643,"{""type"":""Polygon"",""coordinates"":[[[127.03707329,37.58636643],[127.03702151,37.5859498],[127.03686815,37.58554918],[127.03661911,37.58517996],[127.03628396,37.58485634],[127.03587558,37.58459075],[127.03540966,37.5843934],[127.03490411,37.58427187],[127.03437835,37.58423083],[127.03385259,37.58427187],[127.03334704,37.5843934],[127.03288112,37.58459075],[127.03247273,37.58485634],[127.03213758,37.58517996],[127.03188854,37.58554918],[127.03173518,37.5859498],[127.0316834,37.58636643],[127.03173518,37.58678306],[127.03188854,37.58718367],[127.03213758,37.58755288],[127.03247273,37.58787649],[127.03288112,37.58814207],[127.03334704,37.58833941],[127.03385259,37.58846094],[127.03437835,37.58850197],[127.03490411,37.58846094],[127.03540966,37.58833941],[127.03587558,37.58814207],[127.03628396,37.58787649],[127.03661911,37.58755288],[127.03686815,37.58718367],[127.03702151,37.58678306],[127.03707329,37.58636643]]]}"
6536368,2019048,11305101  ,11305001  ,서울특별시 강북구1,서울특별시 강북구 미아동(미아5동사무소 부근),6,6,0,4,2,0,127.0238339,37.61828599,"{""type"":""Polygon"",""coordinates"":[[[127.02652884,37.61828599],[127.02647706,37.61786954],[127.0263237,37.61746909],[127.02607466,37.61710003],[127.02573951,37.61677655],[127.02533113,37.61651107],[127.02486521,37.6163138],[127.02435965,37.61619232],[127.0238339,37.61615131],[127.02330814,37.61619232],[127.02280259,37.6163138],[127.02233666,37.61651107],[127.02192828,37.61677655],[127.02159313,37.61710003],[127.02134409,37.61746909],[127.02119073,37.61786954],[127.02113895,37.61828599],[127.02119073,37.61870244],[127.02134409,37.61910288],[127.02159313,37.61947193],[127.02192828,37.6197954],[127.02233666,37.62006087],[127.02280259,37.62025812],[127.02330814,37.6203796],[127.0238339,37.62042061],[127.02435965,37.6203796],[127.02486521,37.62025812],[127.02533113,37.62006087],[127.02573951,37.6197954],[127.02607466,37.61947193],[127.0263237,37.61910288],[127.02647706,37.61870244],[127.02652884,37.61828599]]]}"
