사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6536811,2019049,11500102  ,11500001  ,서울특별시 강서구1,서울특별시 강서구 등촌동(등촌삼거리 부근),9,18,0,6,11,1,126.8643615,37.55125923,"{""type"":""Polygon"",""coordinates"":[[[126.86525986,37.55125923],[126.8652426,37.55112029],[126.86519148,37.55098669],[126.86510847,37.55086356],[126.86499675,37.55075563],[126.86486062,37.55066706],[126.86470532,37.55060125],[126.8645368,37.55056072],[126.86436155,37.55054704],[126.86418629,37.55056072],[126.86401778,37.55060125],[126.86386247,37.55066706],[126.86372634,37.55075563],[126.86361462,37.55086356],[126.86353161,37.55098669],[126.86348049,37.55112029],[126.86346323,37.55125923],[126.86348049,37.55139817],[126.86353161,37.55153177],[126.86361462,37.5516549],[126.86372634,37.55176283],[126.86386247,37.55185139],[126.86401778,37.55191721],[126.86418629,37.55195774],[126.86436155,37.55197142],[126.8645368,37.55195774],[126.86470532,37.55191721],[126.86486062,37.55185139],[126.86499675,37.55176283],[126.86510847,37.5516549],[126.86519148,37.55153177],[126.8652426,37.55139817],[126.86525986,37.55125923]]]}"
6536719,2019049,11500102  ,11500002  ,서울특별시 강서구2,서울특별시 강서구 등촌동(강서구청입구 부근),7,12,0,4,4,4,126.8524234,37.55584529,"{""type"":""Polygon"",""coordinates"":[[[126.85332176,37.55584529],[126.8533045,37.55570636],[126.85325338,37.55557276],[126.85317037,37.55544964],[126.85305865,37.55534173],[126.85292252,37.55525316],[126.85276721,37.55518735],[126.8525987,37.55514682],[126.85242344,37.55513314],[126.85224819,37.55514682],[126.85207967,37.55518735],[126.85192437,37.55525316],[126.85178824,37.55534173],[126.85167652,37.55544964],[126.85159351,37.55557276],[126.85154239,37.55570636],[126.85152513,37.55584529],[126.85154239,37.55598422],[126.85159351,37.55611782],[126.85167652,37.55624094],[126.85178824,37.55634885],[126.85192437,37.55643742],[126.85207967,37.55650323],[126.85224819,37.55654375],[126.85242344,37.55655744],[126.8525987,37.55654375],[126.85276721,37.55650323],[126.85292252,37.55643742],[126.85305865,37.55634885],[126.85317037,37.55624094],[126.85325338,37.55611782],[126.8533045,37.55598422],[126.85332176,37.55584529]]]}"
6536940,2019049,11500101  ,11500003  ,서울특별시 강서구3,서울특별시 강서구 염창동(외환은행강서지점 부근),7,27,0,3,22,2,126.8703326,37.5479923,"{""type"":""Polygon"",""coordinates"":[[[126.8712309,37.5479923],[126.87121364,37.54785335],[126.87116252,37.54771975],[126.8710795,37.54759661],[126.87096779,37.54748868],[126.87083166,37.54740011],[126.87067635,37.54733429],[126.87050784,37.54729376],[126.87033258,37.54728008],[126.87015733,37.54729376],[126.86998881,37.54733429],[126.86983351,37.54740011],[126.86969738,37.54748868],[126.86958566,37.54759661],[126.86950265,37.54771975],[126.86945153,37.54785335],[126.86943427,37.5479923],[126.86945153,37.54813125],[126.86950265,37.54826486],[126.86958566,37.54838799],[126.86969738,37.54849592],[126.86983351,37.54858449],[126.86998881,37.54865031],[126.87015733,37.54869084],[126.87033258,37.54870452],[126.87050784,37.54869084],[126.87067635,37.54865031],[126.87083166,37.54858449],[126.87096779,37.54849592],[126.8710795,37.54838799],[126.87116252,37.54826486],[126.87121364,37.54813125],[126.8712309,37.5479923]]]}"
6536662,2019049,11500105  ,11500004  ,서울특별시 강서구4,서울특별시 강서구 마곡동(마곡역삼거리 부근),6,13,1,4,8,0,126.8268466,37.55974025,"{""type"":""Polygon"",""coordinates"":[[[126.8277449,37.55974025],[126.82772764,37.55960132],[126.82767652,37.55946773],[126.8275935,37.55934462],[126.82748179,37.55923671],[126.82734566,37.55914815],[126.82719035,37.55908234],[126.82702184,37.55904182],[126.82684658,37.55902813],[126.82667133,37.55904182],[126.82650281,37.55908234],[126.82634751,37.55914815],[126.82621138,37.55923671],[126.82609966,37.55934462],[126.82601665,37.55946773],[126.82596553,37.55960132],[126.82594827,37.55974025],[126.82596553,37.55987917],[126.82601665,37.56001276],[126.82609966,37.56013587],[126.82621138,37.56024378],[126.82634751,37.56033234],[126.82650281,37.56039815],[126.82667133,37.56043867],[126.82684658,37.56045235],[126.82702184,37.56043867],[126.82719035,37.56039815],[126.82734566,37.56033234],[126.82748179,37.56024378],[126.8275935,37.56013587],[126.82767652,37.56001276],[126.82772764,37.55987917],[126.8277449,37.55974025]]]}"
6536734,2019049,11500104  ,11500005  ,서울특별시 강서구5,서울특별시 강서구 가양동(가양아파트 부근),6,8,0,5,3,0,126.8565806,37.56350239,"{""type"":""Polygon"",""coordinates"":[[[126.85747892,37.56350239],[126.85746166,37.56336347],[126.85741054,37.56322989],[126.85732753,37.56310678],[126.85721581,37.56299888],[126.85707969,37.56291032],[126.85692438,37.56284452],[126.85675586,37.562804],[126.85658061,37.56279031],[126.85640536,37.562804],[126.85623684,37.56284452],[126.85608153,37.56291032],[126.8559454,37.56299888],[126.85583369,37.56310678],[126.85575067,37.56322989],[126.85569955,37.56336347],[126.85568229,37.56350239],[126.85569955,37.56364131],[126.85575067,37.56377489],[126.85583369,37.563898],[126.8559454,37.5640059],[126.85608153,37.56409446],[126.85623684,37.56416026],[126.85640536,37.56420078],[126.85658061,37.56421446],[126.85675586,37.56420078],[126.85692438,37.56416026],[126.85707969,37.56409446],[126.85721581,37.5640059],[126.85732753,37.563898],[126.85741054,37.56377489],[126.85746166,37.56364131],[126.85747892,37.56350239]]]}"
6536914,2019049,11500105  ,11500006  ,서울특별시 강서구6,서울특별시 강서구 마곡동(강서세무서 부근),6,12,0,3,9,0,126.820399,37.56030721,"{""type"":""Polygon"",""coordinates"":[[[126.82129735,37.56030721],[126.82128009,37.56016828],[126.82122897,37.5600347],[126.82114596,37.55991158],[126.82103424,37.55980367],[126.82089812,37.55971511],[126.82074281,37.55964931],[126.82057429,37.55960878],[126.82039904,37.5595951],[126.82022379,37.55960878],[126.82005527,37.55964931],[126.81989996,37.55971511],[126.81976383,37.55980367],[126.81965212,37.55991158],[126.8195691,37.5600347],[126.81951798,37.56016828],[126.81950072,37.56030721],[126.81951798,37.56044613],[126.8195691,37.56057972],[126.81965212,37.56070283],[126.81976383,37.56081074],[126.81989996,37.5608993],[126.82005527,37.5609651],[126.82022379,37.56100563],[126.82039904,37.56101931],[126.82057429,37.56100563],[126.82074281,37.5609651],[126.82089812,37.5608993],[126.82103424,37.56081074],[126.82114596,37.56070283],[126.82122897,37.56057972],[126.82128009,37.56044613],[126.82129735,37.56030721]]]}"
6536634,2019049,11500103  ,11500007  ,서울특별시 강서구7,서울특별시 강서구 화곡동(화곡사거리 부근),6,7,0,0,6,1,126.8475607,37.53051777,"{""type"":""Polygon"",""coordinates"":[[[126.84845906,37.53051777],[126.8484418,37.53037879],[126.84839068,37.53024515],[126.84830767,37.53012199],[126.84819595,37.53001403],[126.84805982,37.52992544],[126.84790452,37.5298596],[126.847736,37.52981906],[126.84756075,37.52980538],[126.84738549,37.52981906],[126.84721698,37.5298596],[126.84706167,37.52992544],[126.84692554,37.53001403],[126.84681382,37.53012199],[126.84673081,37.53024515],[126.84667969,37.53037879],[126.84666243,37.53051777],[126.84667969,37.53065675],[126.84673081,37.53079039],[126.84681382,37.53091355],[126.84692554,37.5310215],[126.84706167,37.5311101],[126.84721698,37.53117593],[126.84738549,37.53121647],[126.84756075,37.53123016],[126.847736,37.53121647],[126.84790452,37.53117593],[126.84805982,37.5311101],[126.84819595,37.5310215],[126.84830767,37.53091355],[126.84839068,37.53079039],[126.8484418,37.53065675],[126.84845906,37.53051777]]]}"
6536843,2019049,11530108  ,11530001  ,서울특별시 구로구1,서울특별시 구로구 오류동(고척교사거리 부근),10,16,0,4,11,1,126.8718085,37.49890369,"{""type"":""Polygon"",""coordinates"":[[[126.87270677,37.49890369],[126.87268951,37.49876465],[126.87263839,37.49863095],[126.87255538,37.49850773],[126.87244366,37.49839973],[126.87230753,37.4983111],[126.87215222,37.49824524],[126.87198371,37.49820468],[126.87180845,37.49819099],[126.8716332,37.49820468],[126.87146468,37.49824524],[126.87130938,37.4983111],[126.87117325,37.49839973],[126.87106153,37.49850773],[126.87097852,37.49863095],[126.8709274,37.49876465],[126.87091014,37.49890369],[126.8709274,37.49904272],[126.87097852,37.49917642],[126.87106153,37.49929964],[126.87117325,37.49940763],[126.87130938,37.49949627],[126.87146468,37.49956212],[126.8716332,37.49960268],[126.87180845,37.49961637],[126.87198371,37.49960268],[126.87215222,37.49956212],[126.87230753,37.49949627],[126.87244366,37.49940763],[126.87255538,37.49929964],[126.87263839,37.49917642],[126.87268951,37.49904272],[126.87270677,37.49890369]]]}"
6536856,2019049,11530101  ,11530002  ,서울특별시 구로구2,서울특별시 구로구 신도림동(스카이뷰아파트 부근),7,30,0,4,25,1,126.8853745,37.50699709,"{""type"":""Polygon"",""coordinates"":[[[126.88627277,37.50699709],[126.88625551,37.50685806],[126.88620439,37.50672438],[126.88612138,37.50660118],[126.88600966,37.50649319],[126.88587353,37.50640457],[126.88571822,37.50633871],[126.88554971,37.50629816],[126.88537445,37.50628447],[126.8851992,37.50629816],[126.88503068,37.50633871],[126.88487538,37.50640457],[126.88473925,37.50649319],[126.88462753,37.50660118],[126.88454452,37.50672438],[126.8844934,37.50685806],[126.88447614,37.50699709],[126.8844934,37.50713611],[126.88454452,37.50726979],[126.88462753,37.50739299],[126.88473925,37.50750098],[126.88487538,37.5075896],[126.88503068,37.50765545],[126.8851992,37.50769601],[126.88537445,37.5077097],[126.88554971,37.50769601],[126.88571822,37.50765545],[126.88587353,37.5075896],[126.88600966,37.50750098],[126.88612138,37.50739299],[126.88620439,37.50726979],[126.88625551,37.50713611],[126.88627277,37.50699709]]]}"
6536953,2019049,11530101  ,11530003  ,서울특별시 구로구3,서울특별시 구로구 신도림동(대성제5주유소 부근),7,8,0,2,3,3,126.8872759,37.50830491,"{""type"":""Polygon"",""coordinates"":[[[126.88817421,37.50830491],[126.88815695,37.50816589],[126.88810583,37.50803221],[126.88802281,37.50790901],[126.8879111,37.50780102],[126.88777497,37.5077124],[126.88761966,37.50764655],[126.88745115,37.507606],[126.88727589,37.50759231],[126.88710064,37.507606],[126.88693212,37.50764655],[126.88677682,37.5077124],[126.88664069,37.50780102],[126.88652897,37.50790901],[126.88644596,37.50803221],[126.88639484,37.50816589],[126.88637758,37.50830491],[126.88639484,37.50844393],[126.88644596,37.50857761],[126.88652897,37.50870081],[126.88664069,37.5088088],[126.88677682,37.50889742],[126.88693212,37.50896327],[126.88710064,37.50900382],[126.88727589,37.50901751],[126.88745115,37.50900382],[126.88761966,37.50896327],[126.88777497,37.50889742],[126.8879111,37.5088088],[126.88802281,37.50870081],[126.88810583,37.50857761],[126.88815695,37.50844393],[126.88817421,37.50830491]]]}"
6536863,2019049,11530102  ,11530004  ,서울특별시 구로구4,서울특별시 구로구 구로동(럭키아파트구로동 부근),6,15,0,3,10,2,126.8951495,37.4916344,"{""type"":""Polygon"",""coordinates"":[[[126.89604786,37.4916344],[126.8960306,37.49149535],[126.89597948,37.49136164],[126.89589647,37.49123841],[126.89578475,37.4911304],[126.89564863,37.49104176],[126.89549332,37.49097589],[126.8953248,37.49093533],[126.89514955,37.49092163],[126.8949743,37.49093533],[126.89480578,37.49097589],[126.89465047,37.49104176],[126.89451434,37.4911304],[126.89440263,37.49123841],[126.89431961,37.49136164],[126.89426849,37.49149535],[126.89425123,37.4916344],[126.89426849,37.49177345],[126.89431961,37.49190716],[126.89440263,37.49203039],[126.89451434,37.4921384],[126.89465047,37.49222704],[126.89480578,37.4922929],[126.8949743,37.49233346],[126.89514955,37.49234716],[126.8953248,37.49233346],[126.89549332,37.4922929],[126.89564863,37.49222704],[126.89578475,37.4921384],[126.89589647,37.49203039],[126.89597948,37.49190716],[126.8960306,37.49177345],[126.89604786,37.4916344]]]}"
6536753,2019049,11530102  ,11530005  ,서울특별시 구로구5,서울특별시 구로구 구로동(신구로주유소 부근),6,10,0,2,8,0,126.8930105,37.49735604,"{""type"":""Polygon"",""coordinates"":[[[126.89390883,37.49735604],[126.89389157,37.497217],[126.89384045,37.4970833],[126.89375743,37.49696008],[126.89364572,37.49685208],[126.89350959,37.49676345],[126.89335428,37.49669758],[126.89318576,37.49665703],[126.89301051,37.49664333],[126.89283526,37.49665703],[126.89266674,37.49669758],[126.89251143,37.49676345],[126.89237531,37.49685208],[126.89226359,37.49696008],[126.89218058,37.4970833],[126.89212946,37.497217],[126.8921122,37.49735604],[126.89212946,37.49749508],[126.89218058,37.49762878],[126.89226359,37.497752],[126.89237531,37.49786],[126.89251143,37.49794863],[126.89266674,37.49801449],[126.89283526,37.49805505],[126.89301051,37.49806874],[126.89318576,37.49805505],[126.89335428,37.49801449],[126.89350959,37.49794863],[126.89364572,37.49786],[126.89375743,37.497752],[126.89384045,37.49762878],[126.89389157,37.49749508],[126.89390883,37.49735604]]]}"
6536931,2019049,11530107  ,11530006  ,서울특별시 구로구6,서울특별시 구로구 개봉동(개봉사거리 부근),6,17,0,1,15,1,126.8564591,37.49727975,"{""type"":""Polygon"",""coordinates"":[[[126.85735746,37.49727975],[126.8573402,37.49714071],[126.85728908,37.49700701],[126.85720607,37.49688379],[126.85709435,37.49677579],[126.85695822,37.49668715],[126.85680292,37.49662129],[126.8566344,37.49658073],[126.85645915,37.49656704],[126.85628389,37.49658073],[126.85611538,37.49662129],[126.85596007,37.49668715],[126.85582394,37.49677579],[126.85571222,37.49688379],[126.85562921,37.49700701],[126.85557809,37.49714071],[126.85556083,37.49727975],[126.85557809,37.49741879],[126.85562921,37.49755249],[126.85571222,37.49767571],[126.85582394,37.49778371],[126.85596007,37.49787234],[126.85611538,37.4979382],[126.85628389,37.49797876],[126.85645915,37.49799246],[126.8566344,37.49797876],[126.85680292,37.4979382],[126.85695822,37.49787234],[126.85709435,37.49778371],[126.85720607,37.49767571],[126.85728908,37.49755249],[126.8573402,37.49741879],[126.85735746,37.49727975]]]}"
6536965,2019049,11545103  ,11545001  ,서울특별시 금천구1,서울특별시 금천구 시흥동(소하IC 부근),16,31,0,2,29,0,126.9032882,37.43833335,"{""type"":""Polygon"",""coordinates"":[[[126.90418647,37.43833335],[126.90416921,37.4381942],[126.90411809,37.43806039],[126.90403507,37.43793708],[126.90392336,37.43782899],[126.90378723,37.43774029],[126.90363192,37.43767437],[126.90346341,37.43763378],[126.90328815,37.43762008],[126.9031129,37.43763378],[126.90294438,37.43767437],[126.90278908,37.43774029],[126.90265295,37.43782899],[126.90254123,37.43793708],[126.90245822,37.43806039],[126.9024071,37.4381942],[126.90238984,37.43833335],[126.9024071,37.4384725],[126.90245822,37.43860631],[126.90254123,37.43872962],[126.90265295,37.43883771],[126.90278908,37.43892641],[126.90294438,37.43899232],[126.9031129,37.43903291],[126.90328815,37.43904662],[126.90346341,37.43903291],[126.90363192,37.43899232],[126.90378723,37.43892641],[126.90392336,37.43883771],[126.90403507,37.43872962],[126.90411809,37.43860631],[126.90416921,37.4384725],[126.90418647,37.43833335]]]}"
6536858,2019049,11545103  ,11545002  ,서울특별시 금천구2,서울특별시 금천구 시흥동(시흥사거리 부근),11,15,0,4,11,0,126.9003308,37.45479528,"{""type"":""Polygon"",""coordinates"":[[[126.90122908,37.45479528],[126.90121182,37.45465616],[126.9011607,37.45452238],[126.90107768,37.45439909],[126.90096597,37.45429103],[126.90082984,37.45420234],[126.90067453,37.45413644],[126.90050601,37.45409586],[126.90033076,37.45408216],[126.90015551,37.45409586],[126.89998699,37.45413644],[126.89983168,37.45420234],[126.89969556,37.45429103],[126.89958384,37.45439909],[126.89950083,37.45452238],[126.89944971,37.45465616],[126.89943245,37.45479528],[126.89944971,37.4549344],[126.89950083,37.45506817],[126.89958384,37.45519146],[126.89969556,37.45529952],[126.89983168,37.45538821],[126.89998699,37.4554541],[126.90015551,37.45549468],[126.90033076,37.45550839],[126.90050601,37.45549468],[126.90067453,37.4554541],[126.90082984,37.45538821],[126.90096597,37.45529952],[126.90107768,37.45519146],[126.9011607,37.45506817],[126.90121182,37.4549344],[126.90122908,37.45479528]]]}"
6536825,2019049,11545102  ,11545003  ,서울특별시 금천구3,서울특별시 금천구 독산동(신원전자 부근),9,55,0,16,37,2,126.8983944,37.46080652,"{""type"":""Polygon"",""coordinates"":[[[126.89929274,37.46080652],[126.89927548,37.46066741],[126.89922436,37.46053365],[126.89914134,37.46041037],[126.89902963,37.46030231],[126.8988935,37.46021364],[126.89873819,37.46014774],[126.89856967,37.46010716],[126.89839442,37.46009346],[126.89821917,37.46010716],[126.89805065,37.46014774],[126.89789534,37.46021364],[126.89775922,37.46030231],[126.8976475,37.46041037],[126.89756449,37.46053365],[126.89751337,37.46066741],[126.89749611,37.46080652],[126.89751337,37.46094563],[126.89756449,37.4610794],[126.8976475,37.46120267],[126.89775922,37.46131073],[126.89789534,37.4613994],[126.89805065,37.4614653],[126.89821917,37.46150587],[126.89839442,37.46151957],[126.89856967,37.46150587],[126.89873819,37.4614653],[126.8988935,37.4613994],[126.89902963,37.46131073],[126.89914134,37.46120267],[126.89922436,37.4610794],[126.89927548,37.46094563],[126.89929274,37.46080652]]]}"
6536975,2019049,11545102  ,11545004  ,서울특별시 금천구4,서울특별시 금천구 독산동(독산사거리 부근),7,17,0,3,14,0,126.8981965,37.47138747,"{""type"":""Polygon"",""coordinates"":[[[126.89909485,37.47138747],[126.89907759,37.47124838],[126.89902647,37.47111463],[126.89894346,37.47099137],[126.89883174,37.47088333],[126.89869561,37.47079466],[126.89854031,37.47072878],[126.89837179,37.47068821],[126.89819654,37.47067451],[126.89802128,37.47068821],[126.89785277,37.47072878],[126.89769746,37.47079466],[126.89756133,37.47088333],[126.89744961,37.47099137],[126.8973666,37.47111463],[126.89731548,37.47124838],[126.89729822,37.47138747],[126.89731548,37.47152656],[126.8973666,37.4716603],[126.89744961,37.47178356],[126.89756133,37.4718916],[126.89769746,37.47198026],[126.89785277,37.47204615],[126.89802128,37.47208672],[126.89819654,37.47210042],[126.89837179,37.47208672],[126.89854031,37.47204615],[126.89869561,37.47198026],[126.89883174,37.4718916],[126.89894346,37.47178356],[126.89902647,37.4716603],[126.89907759,37.47152656],[126.89909485,37.47138747]]]}"
6536968,2019049,11560110  ,11560001  ,서울특별시 영등포구1,서울특별시 영등포구 여의도동(여의교북단 부근),15,32,0,10,18,4,126.9281976,37.51761376,"{""type"":""Polygon"",""coordinates"":[[[126.92909593,37.51761376],[126.92907867,37.51747476],[126.92902755,37.5173411],[126.92894453,37.51721791],[126.92883282,37.51710994],[126.92869669,37.51702133],[126.92854138,37.51695548],[126.92837286,37.51691494],[126.92819761,37.51690125],[126.92802236,37.51691494],[126.92785384,37.51695548],[126.92769853,37.51702133],[126.92756241,37.51710994],[126.92745069,37.51721791],[126.92736768,37.5173411],[126.92731656,37.51747476],[126.9272993,37.51761376],[126.92731656,37.51775277],[126.92736768,37.51788643],[126.92745069,37.51800961],[126.92756241,37.51811758],[126.92769853,37.51820619],[126.92785384,37.51827204],[126.92802236,37.51831258],[126.92819761,37.51832627],[126.92837286,37.51831258],[126.92854138,37.51827204],[126.92869669,37.51820619],[126.92883282,37.51811758],[126.92894453,37.51800961],[126.92902755,37.51788643],[126.92907867,37.51775277],[126.92909593,37.51761376]]]}"
6536627,2019049,11560102  ,11560002  ,서울특별시 영등포구2,서울특별시 영등포구 영등포동1가(영등포로터리영등포로 부근),12,19,0,5,13,1,126.9129924,37.51861178,"{""type"":""Polygon"",""coordinates"":[[[126.91389073,37.51861178],[126.91387347,37.51847278],[126.91382235,37.51833912],[126.91373933,37.51821593],[126.91362762,37.51810796],[126.91349149,37.51801935],[126.91333618,37.51795351],[126.91316766,37.51791296],[126.91299241,37.51789927],[126.91281716,37.51791296],[126.91264864,37.51795351],[126.91249333,37.51801935],[126.91235721,37.51810796],[126.91224549,37.51821593],[126.91216248,37.51833912],[126.91211136,37.51847278],[126.9120941,37.51861178],[126.91211136,37.51875078],[126.91216248,37.51888444],[126.91224549,37.51900763],[126.91235721,37.5191156],[126.91249333,37.5192042],[126.91264864,37.51927005],[126.91281716,37.51931059],[126.91299241,37.51932428],[126.91316766,37.51931059],[126.91333618,37.51927005],[126.91349149,37.5192042],[126.91362762,37.5191156],[126.91373933,37.51900763],[126.91382235,37.51888444],[126.91387347,37.51875078],[126.91389073,37.51861178]]]}"
6536875,2019049,11560132  ,11560003  ,서울특별시 영등포구3,서울특별시 영등포구 신길동(도림사거리 부근),8,10,0,3,7,0,126.9013294,37.5067906,"{""type"":""Polygon"",""coordinates"":[[[126.90222769,37.5067906],[126.90221043,37.50665157],[126.90215931,37.50651789],[126.9020763,37.50639469],[126.90196458,37.5062867],[126.90182845,37.50619807],[126.90167314,37.50613222],[126.90150463,37.50609167],[126.90132937,37.50607798],[126.90115412,37.50609167],[126.9009856,37.50613222],[126.9008303,37.50619807],[126.90069417,37.5062867],[126.90058245,37.50639469],[126.90049944,37.50651789],[126.90044832,37.50665157],[126.90043106,37.5067906],[126.90044832,37.50692962],[126.90049944,37.5070633],[126.90058245,37.5071865],[126.90069417,37.50729449],[126.9008303,37.50738311],[126.9009856,37.50744897],[126.90115412,37.50748952],[126.90132937,37.50750321],[126.90150463,37.50748952],[126.90167314,37.50744897],[126.90182845,37.50738311],[126.90196458,37.50729449],[126.9020763,37.5071865],[126.90215931,37.5070633],[126.90221043,37.50692962],[126.90222769,37.5067906]]]}"
6536689,2019049,11560133  ,11560004  ,서울특별시 영등포구4,서울특별시 영등포구 대림동(구로1교남단 부근),8,16,0,2,14,0,126.8975607,37.48720304,"{""type"":""Polygon"",""coordinates"":[[[126.89845899,37.48720304],[126.89844173,37.48706398],[126.89839061,37.48693026],[126.89830759,37.48680702],[126.89819588,37.48669901],[126.89805975,37.48661036],[126.89790444,37.48654449],[126.89773592,37.48650393],[126.89756067,37.48649023],[126.89738542,37.48650393],[126.8972169,37.48654449],[126.89706159,37.48661036],[126.89692547,37.48669901],[126.89681375,37.48680702],[126.89673074,37.48693026],[126.89667962,37.48706398],[126.89666236,37.48720304],[126.89667962,37.4873421],[126.89673074,37.48747582],[126.89681375,37.48759905],[126.89692547,37.48770706],[126.89706159,37.48779571],[126.8972169,37.48786158],[126.89738542,37.48790214],[126.89756067,37.48791584],[126.89773592,37.48790214],[126.89790444,37.48786158],[126.89805975,37.48779571],[126.89819588,37.48770706],[126.89830759,37.48759905],[126.89839061,37.48747582],[126.89844173,37.4873421],[126.89845899,37.48720304]]]}"
6537018,2019049,11560127  ,11560005  ,서울특별시 영등포구5,서울특별시 영등포구 양평동3가(경인고속입구 부근),8,13,0,1,12,0,126.8929173,37.52982224,"{""type"":""Polygon"",""coordinates"":[[[126.89381559,37.52982224],[126.89379833,37.52968326],[126.89374721,37.52954962],[126.8936642,37.52942645],[126.89355248,37.5293185],[126.89341636,37.5292299],[126.89326105,37.52916407],[126.89309253,37.52912353],[126.89291728,37.52910984],[126.89274203,37.52912353],[126.89257351,37.52916407],[126.8924182,37.5292299],[126.89228207,37.5293185],[126.89217036,37.52942645],[126.89208734,37.52954962],[126.89203622,37.52968326],[126.89201896,37.52982224],[126.89203622,37.52996122],[126.89208734,37.53009486],[126.89217036,37.53021802],[126.89228207,37.53032598],[126.8924182,37.53041457],[126.89257351,37.53048041],[126.89274203,37.53052094],[126.89291728,37.53053463],[126.89309253,37.53052094],[126.89326105,37.53048041],[126.89341636,37.53041457],[126.89355248,37.53032598],[126.8936642,37.53021802],[126.89374721,37.53009486],[126.89379833,37.52996122],[126.89381559,37.52982224]]]}"
6536793,2019049,11560111  ,11560006  ,서울특별시 영등포구6,서울특별시 영등포구 당산동1가(영등포유통상가 부근),7,9,0,2,6,1,126.8955769,37.52140826,"{""type"":""Polygon"",""coordinates"":[[[126.89647527,37.52140826],[126.896458,37.52126926],[126.89640689,37.52113561],[126.89632387,37.52101243],[126.89621215,37.52090446],[126.89607603,37.52081586],[126.89592072,37.52075002],[126.8957522,37.52070947],[126.89557695,37.52069578],[126.8954017,37.52070947],[126.89523318,37.52075002],[126.89507787,37.52081586],[126.89494175,37.52090446],[126.89483003,37.52101243],[126.89474701,37.52113561],[126.8946959,37.52126926],[126.89467863,37.52140826],[126.8946959,37.52154726],[126.89474701,37.52168091],[126.89483003,37.52180409],[126.89494175,37.52191206],[126.89507787,37.52200066],[126.89523318,37.5220665],[126.8954017,37.52210705],[126.89557695,37.52212073],[126.8957522,37.52210705],[126.89592072,37.5220665],[126.89607603,37.52200066],[126.89621215,37.52191206],[126.89632387,37.52180409],[126.89640689,37.52168091],[126.896458,37.52154726],[126.89647527,37.52140826]]]}"
6536726,2019049,11560108  ,11560007  ,서울특별시 영등포구7,서울특별시 영등포구 영등포동7가(영등포전화국 부근),6,9,1,1,6,1,126.9051167,37.52569304,"{""type"":""Polygon"",""coordinates"":[[[126.90601505,37.52569304],[126.90599779,37.52555405],[126.90594667,37.52542041],[126.90586366,37.52529723],[126.90575194,37.52518927],[126.90561581,37.52510067],[126.90546051,37.52503484],[126.90529199,37.52499429],[126.90511674,37.5249806],[126.90494148,37.52499429],[126.90477297,37.52503484],[126.90461766,37.52510067],[126.90448153,37.52518927],[126.90436982,37.52529723],[126.9042868,37.52542041],[126.90423568,37.52555405],[126.90421842,37.52569304],[126.90423568,37.52583203],[126.9042868,37.52596568],[126.90436982,37.52608885],[126.90448153,37.52619681],[126.90461766,37.52628541],[126.90477297,37.52635125],[126.90494148,37.52639179],[126.90511674,37.52640548],[126.90529199,37.52639179],[126.90546051,37.52635125],[126.90561581,37.52628541],[126.90575194,37.52619681],[126.90586366,37.52608885],[126.90594667,37.52596568],[126.90599779,37.52583203],[126.90601505,37.52569304]]]}"
6536675,2019049,11560128  ,11560008  ,서울특별시 영등포구8,서울특별시 영등포구 양평동4가(양평동사거리 부근),6,7,0,3,4,0,126.8973294,37.53567656,"{""type"":""Polygon"",""coordinates"":[[[126.89822771,37.53567656],[126.89821045,37.53553759],[126.89815933,37.53540396],[126.89807632,37.53528081],[126.8979646,37.53517286],[126.89782847,37.53508427],[126.89767316,37.53501844],[126.89750465,37.53497791],[126.89732939,37.53496422],[126.89715414,37.53497791],[126.89698562,37.53501844],[126.89683032,37.53508427],[126.89669419,37.53517286],[126.89658247,37.53528081],[126.89649946,37.53540396],[126.89644834,37.53553759],[126.89643108,37.53567656],[126.89644834,37.53581553],[126.89649946,37.53594916],[126.89658247,37.53607232],[126.89669419,37.53618026],[126.89683032,37.53626885],[126.89698562,37.53633468],[126.89715414,37.53637521],[126.89732939,37.5363889],[126.89750465,37.53637521],[126.89767316,37.53633468],[126.89782847,37.53626885],[126.8979646,37.53618026],[126.89807632,37.53607232],[126.89815933,37.53594916],[126.89821045,37.53581553],[126.89822771,37.53567656]]]}"
