사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
220386,2014117,1114016200,111104001,서울 서울중부1,서울특별시 중구 신당동(운동장평화시장 부근),9,11,0,6,5,0,127.0128698,37.56781301,"{""type"":""Polygon"",""coordinates"":[[[127.0152711,37.5697243],[127.0148659,37.5699998],[127.0144115,37.5702214],[127.0139192,37.5703837],[127.0134011,37.5704827],[127.0128698,37.570516],[127.0123386,37.5704827],[127.0118204,37.5703837],[127.0113281,37.5702214],[127.0108738,37.5699998],[127.0104686,37.5697243],[127.0101225,37.5694018],[127.0098441,37.5690401],[127.0096402,37.5686482],[127.0095159,37.5682358],[127.0094741,37.567813],[127.0095159,37.5673901],[127.0096403,37.5669777],[127.0098442,37.5665858],[127.0101227,37.5662242],[127.0104687,37.5659017],[127.0108739,37.5656262],[127.0113282,37.5654046],[127.0118205,37.5652423],[127.0123386,37.5651433],[127.0128698,37.56511],[127.013401,37.5651433],[127.0139191,37.5652423],[127.0144114,37.5654046],[127.0148657,37.5656262],[127.0152709,37.5659017],[127.015617,37.5662242],[127.0158954,37.5665858],[127.0160994,37.5669777],[127.0162238,37.5673901],[127.0162656,37.567813],[127.0162238,37.5682358],[127.0160994,37.5686482],[127.0158955,37.5690401],[127.0156171,37.5694018],[127.0152711,37.5697243]]]}"
220305,2014117,1114016200,111104002,서울 서울중부2,서울특별시 중구 신당동(신당중앙시장 부근),6,6,0,5,1,0,127.0186092,37.5655691,"{""type"":""Polygon"",""coordinates"":[[[127.0210103,37.5674804],[127.0206051,37.5677558],[127.0201508,37.5679775],[127.0196585,37.5681398],[127.0191404,37.5682388],[127.0186092,37.5682721],[127.0180779,37.5682388],[127.0175598,37.5681398],[127.0170675,37.5679775],[127.0166132,37.5677558],[127.016208,37.5674804],[127.015862,37.5671578],[127.0155836,37.5667962],[127.0153797,37.5664043],[127.0152553,37.5659919],[127.0152135,37.5655691],[127.0152553,37.5651462],[127.0153797,37.5647338],[127.0155837,37.5643419],[127.0158621,37.5639803],[127.0162081,37.5636578],[127.0166133,37.5633823],[127.0170676,37.5631607],[127.0175599,37.5629984],[127.018078,37.5628994],[127.0186092,37.5628661],[127.0191403,37.5628994],[127.0196584,37.5629984],[127.0201507,37.5631607],[127.020605,37.5633823],[127.0210102,37.5636578],[127.0213562,37.5639803],[127.0216347,37.5643419],[127.0218386,37.5647338],[127.021963,37.5651462],[127.0220048,37.5655691],[127.021963,37.5659919],[127.0218387,37.5664043],[127.0216348,37.5667962],[127.0213564,37.5671578],[127.0210103,37.5674804]]]}"
220454,2014117,1114014700,111104003,서울 서울중부3,서울특별시 중구 쌍림동(퇴계로5가_퇴계로_진출_1 부근),5,5,0,5,0,0,127.0028285,37.56347004,"{""type"":""Polygon"",""coordinates"":[[[127.0052295,37.5653813],[127.0048244,37.5656568],[127.0043701,37.5658784],[127.0038778,37.5660407],[127.0033597,37.5661398],[127.0028285,37.566173],[127.0022973,37.5661398],[127.0017791,37.5660407],[127.0012869,37.5658784],[127.0008325,37.5656568],[127.0004274,37.5653813],[127.0000813,37.5650588],[126.9998029,37.5646971],[126.999599,37.5643053],[126.9994747,37.5638928],[126.9994329,37.56347],[126.9994747,37.5630472],[126.9995991,37.5626347],[126.999803,37.5622429],[127.0000814,37.5618812],[127.0004275,37.5615587],[127.0008327,37.5612833],[127.001287,37.5610617],[127.0017792,37.5608993],[127.0022973,37.5608003],[127.0028285,37.5607671],[127.0033596,37.5608003],[127.0038777,37.5608993],[127.00437,37.5610617],[127.0048243,37.5612833],[127.0052294,37.5615587],[127.0055755,37.5618812],[127.0058539,37.5622429],[127.0060578,37.5626347],[127.0061822,37.5630472],[127.006224,37.56347],[127.0061822,37.5638928],[127.0060579,37.5643053],[127.005854,37.5646971],[127.0055756,37.5650588],[127.0052295,37.5653813]]]}"
220477,2014117,1114017100,111105001,서울 서울남대문1,서울특별시 중구 중림동(중림삼거리_청파로_진입 부근),3,3,0,2,1,0,126.9683179,37.55994834,"{""type"":""Polygon"",""coordinates"":[[[126.9707189,37.5618596],[126.9703137,37.5621351],[126.9698594,37.5623567],[126.9693672,37.562519],[126.9688491,37.562618],[126.9683179,37.5626513],[126.9677867,37.562618],[126.9672686,37.562519],[126.9667764,37.5623567],[126.9663221,37.5621351],[126.9659169,37.5618596],[126.9655709,37.5615371],[126.9652925,37.5611754],[126.9650886,37.5607836],[126.9649643,37.5603711],[126.9649225,37.5599483],[126.9649643,37.5595254],[126.9650887,37.559113],[126.9652926,37.5587212],[126.965571,37.5583595],[126.965917,37.558037],[126.9663222,37.5577616],[126.9667764,37.5575399],[126.9672687,37.5573776],[126.9677867,37.5572786],[126.9683179,37.5572453],[126.968849,37.5572786],[126.9693671,37.5573776],[126.9698593,37.5575399],[126.9703136,37.5577616],[126.9707187,37.558037],[126.9710648,37.5583595],[126.9713432,37.5587212],[126.9715471,37.559113],[126.9716715,37.5595254],[126.9717133,37.5599483],[126.9716715,37.5603711],[126.9715471,37.5607836],[126.9713433,37.5611754],[126.9710649,37.5615371],[126.9707189,37.5618596]]]}"
220476,2014117,1114012100,111105002,서울 서울남대문2,서울특별시 중구 남대문로4가(숭례문_남대문로_진입_1 부근),2,2,0,1,1,0,126.9776565,37.5610159,"{""type"":""Polygon"",""coordinates"":[[[126.9800575,37.5629272],[126.9796524,37.5632027],[126.9791981,37.5634243],[126.9787058,37.5635866],[126.9781877,37.5636856],[126.9776565,37.5637189],[126.9771253,37.5636856],[126.9766072,37.5635866],[126.9761149,37.5634243],[126.9756606,37.5632027],[126.9752555,37.5629272],[126.9749095,37.5626046],[126.9746311,37.562243],[126.9744272,37.5618511],[126.9743028,37.5614387],[126.974261,37.5610159],[126.9743029,37.560593],[126.9744273,37.5601806],[126.9746312,37.5597887],[126.9749096,37.5594271],[126.9752556,37.5591046],[126.9756608,37.5588291],[126.976115,37.5586075],[126.9766073,37.5584452],[126.9771254,37.5583462],[126.9776565,37.5583129],[126.9781876,37.5583462],[126.9787057,37.5584452],[126.979198,37.5586075],[126.9796522,37.5588291],[126.9800574,37.5591046],[126.9804034,37.5594271],[126.9806818,37.5597887],[126.9808857,37.5601806],[126.9810101,37.560593],[126.981052,37.5610159],[126.9810102,37.5614387],[126.9808858,37.5618511],[126.9806819,37.562243],[126.9804035,37.5626046],[126.9800575,37.5629272]]]}"
220318,2014117,1111013700,111106001,서울 서울종로1,서울특별시 종로구 낙원동(종로2가 부근),23,29,0,17,11,1,126.9875746,37.57024294,"{""type"":""Polygon"",""coordinates"":[[[126.9899759,37.5721542],[126.9895707,37.5724297],[126.9891164,37.5726513],[126.988624,37.5728136],[126.9881059,37.5729127],[126.9875746,37.5729459],[126.9870434,37.5729127],[126.9865252,37.5728136],[126.9860329,37.5726513],[126.9855785,37.5724297],[126.9851733,37.5721542],[126.9848272,37.5718317],[126.9845488,37.57147],[126.9843449,37.5710782],[126.9842205,37.5706657],[126.9841787,37.5702429],[126.9842206,37.5698201],[126.984345,37.5694076],[126.9845489,37.5690158],[126.9848274,37.5686541],[126.9851734,37.5683316],[126.9855786,37.5680562],[126.986033,37.5678346],[126.9865253,37.5676722],[126.9870434,37.5675732],[126.9875746,37.56754],[126.9881058,37.5675732],[126.988624,37.5676722],[126.9891163,37.5678346],[126.9895706,37.5680562],[126.9899758,37.5683316],[126.9903219,37.5686541],[126.9906003,37.5690158],[126.9908043,37.5694076],[126.9909287,37.5698201],[126.9909705,37.5702429],[126.9909287,37.5706657],[126.9908043,37.5710782],[126.9906004,37.57147],[126.990322,37.5718317],[126.9899759,37.5721542]]]}"
220302,2014117,1111012300,111106002,서울 서울종로2,서울특별시 종로구 서린동(종로구청입구 부근),13,13,1,8,4,0,126.9799619,37.56999705,"{""type"":""Polygon"",""coordinates"":[[[126.9823632,37.5719083],[126.981958,37.5721838],[126.9815036,37.5724054],[126.9810113,37.5725677],[126.9804931,37.5726668],[126.9799619,37.5727],[126.9794306,37.5726668],[126.9789125,37.5725677],[126.9784201,37.5724054],[126.9779658,37.5721838],[126.9775606,37.5719083],[126.9772145,37.5715858],[126.9769361,37.5712241],[126.9767322,37.5708323],[126.9766078,37.5704198],[126.976566,37.569997],[126.9766078,37.5695742],[126.9767323,37.5691617],[126.9769362,37.5687699],[126.9772146,37.5684082],[126.9775607,37.5680857],[126.9779659,37.5678103],[126.9784202,37.5675887],[126.9789125,37.5674263],[126.9794307,37.5673273],[126.9799619,37.5672941],[126.9804931,37.5673273],[126.9810112,37.5674263],[126.9815035,37.5675887],[126.9819578,37.5678103],[126.982363,37.5680857],[126.9827091,37.5684082],[126.9829876,37.5687699],[126.9831915,37.5691617],[126.9833159,37.5695742],[126.9833577,37.569997],[126.9833159,37.5704198],[126.9831916,37.5708323],[126.9829877,37.5712241],[126.9827092,37.5715858],[126.9823632,37.5719083]]]}"
220409,2014117,1111017500,111107001,서울 서울혜화1,서울특별시 종로구 숭인동(동묘앞역 부근),17,17,1,7,5,4,127.0160388,37.57311447,"{""type"":""Polygon"",""coordinates"":[[[127.0184402,37.5750257],[127.018035,37.5753012],[127.0175806,37.5755228],[127.0170883,37.5756852],[127.0165701,37.5757842],[127.0160388,37.5758174],[127.0155076,37.5757842],[127.0149894,37.5756852],[127.014497,37.5755228],[127.0140426,37.5753012],[127.0136374,37.5750257],[127.0132913,37.5747032],[127.0130129,37.5743416],[127.012809,37.5739497],[127.0126846,37.5735373],[127.0126428,37.5731144],[127.0126847,37.5726916],[127.0128091,37.5722792],[127.013013,37.5718873],[127.0132915,37.5715257],[127.0136375,37.5712031],[127.0140428,37.5709277],[127.0144971,37.5707061],[127.0149894,37.5705438],[127.0155076,37.5704448],[127.0160388,37.5704115],[127.0165701,37.5704448],[127.0170882,37.5705438],[127.0175805,37.5707061],[127.0180349,37.5709277],[127.0184401,37.5712031],[127.0187862,37.5715257],[127.0190646,37.5718873],[127.0192686,37.5722792],[127.019393,37.5726916],[127.0194348,37.5731144],[127.019393,37.5735373],[127.0192687,37.5739497],[127.0190647,37.5743416],[127.0187863,37.5747032],[127.0184402,37.5750257]]]}"
220388,2014117,1111016300,111107002,서울 서울혜화2,서울특별시 종로구 종로5가(종로5가 부근),13,13,2,8,1,2,127.0018278,37.57083828,"{""type"":""Polygon"",""coordinates"":[[[127.0042291,37.5727496],[127.0038239,37.573025],[127.0033696,37.5732466],[127.0028773,37.573409],[127.0023591,37.573508],[127.0018278,37.5735413],[127.0012966,37.573508],[127.0007784,37.573409],[127.0002861,37.5732466],[126.9998317,37.573025],[126.9994265,37.5727496],[126.9990804,37.572427],[126.998802,37.5720654],[126.9985981,37.5716735],[126.9984737,37.5712611],[126.9984319,37.5708382],[126.9984738,37.5704154],[126.9985982,37.570003],[126.9988021,37.5696111],[126.9990805,37.5692495],[126.9994266,37.568927],[126.9998318,37.5686515],[127.0002862,37.5684299],[127.0007785,37.5682676],[127.0012966,37.5681686],[127.0018278,37.5681353],[127.002359,37.5681686],[127.0028772,37.5682676],[127.0033695,37.5684299],[127.0038238,37.5686515],[127.004229,37.568927],[127.0045751,37.5692495],[127.0048535,37.5696111],[127.0050575,37.570003],[127.0051819,37.5704154],[127.0052237,37.5708382],[127.0051819,37.5712611],[127.0050576,37.5716735],[127.0048536,37.5720654],[127.0045752,37.572427],[127.0042291,37.5727496]]]}"
220273,2014117,1111016400,111107003,서울 서울혜화3,서울특별시 종로구 종로6가(동대문로터리 부근),10,12,1,5,4,2,127.0093062,37.57153104,"{""type"":""Polygon"",""coordinates"":[[[127.0117075,37.5734423],[127.0113023,37.5737178],[127.010848,37.5739394],[127.0103556,37.5741017],[127.0098375,37.5742007],[127.0093062,37.574234],[127.0087749,37.5742007],[127.0082568,37.5741017],[127.0077644,37.5739394],[127.0073101,37.5737178],[127.0069048,37.5734423],[127.0065588,37.5731198],[127.0062803,37.5727581],[127.0060764,37.5723663],[127.0059521,37.5719538],[127.0059103,37.571531],[127.0059521,37.5711082],[127.0060765,37.5706957],[127.0062804,37.5703039],[127.0065589,37.5699422],[127.006905,37.5696197],[127.0073102,37.5693443],[127.0077645,37.5691227],[127.0082568,37.5689603],[127.008775,37.5688613],[127.0093062,37.5688281],[127.0098374,37.5688613],[127.0103556,37.5689603],[127.0108479,37.5691227],[127.0113022,37.5693443],[127.0117074,37.5696197],[127.0120535,37.5699422],[127.0123319,37.5703039],[127.0125359,37.5706957],[127.0126603,37.5711082],[127.0127021,37.571531],[127.0126603,37.5719538],[127.012536,37.5723663],[127.012332,37.5727581],[127.0120536,37.5731198],[127.0117075,37.5734423]]]}"
220471,2014117,1111016100,111107004,서울 서울혜화4,서울특별시 종로구 종로4가(종묘공원 부근),8,9,0,4,4,1,126.9943054,37.57055501,"{""type"":""Polygon"",""coordinates"":[[[126.9967067,37.5724663],[126.9963015,37.5727418],[126.9958471,37.5729634],[126.9953548,37.5731257],[126.9948366,37.5732247],[126.9943054,37.573258],[126.9937741,37.5732247],[126.993256,37.5731257],[126.9927636,37.5729634],[126.9923093,37.5727418],[126.9919041,37.5724663],[126.991558,37.5721438],[126.9912796,37.5717821],[126.9910757,37.5713902],[126.9909513,37.5709778],[126.9909095,37.570555],[126.9909513,37.5701321],[126.9910757,37.5697197],[126.9912797,37.5693278],[126.9915581,37.5689662],[126.9919042,37.5686437],[126.9923094,37.5683682],[126.9927637,37.5681466],[126.993256,37.5679843],[126.9937742,37.5678853],[126.9943054,37.567852],[126.9948366,37.5678853],[126.9953547,37.5679843],[126.995847,37.5681466],[126.9963014,37.5683682],[126.9967066,37.5686437],[126.9970527,37.5689662],[126.9973311,37.5693278],[126.997535,37.5697197],[126.9976594,37.5701321],[126.9977013,37.570555],[126.9976595,37.5709778],[126.9975351,37.5713902],[126.9973312,37.5717821],[126.9970528,37.5721438],[126.9967067,37.5724663]]]}"
220462,2014117,1141010900,111108001,서울 서울서대문1,서울특별시 서대문구 현저동(성천교회 부근),8,8,3,4,0,1,126.9584423,37.57368888,"{""type"":""Polygon"",""coordinates"":[[[126.9608438,37.5756001],[126.9604385,37.5758756],[126.9599842,37.5760972],[126.9594918,37.5762596],[126.9589736,37.5763586],[126.9584423,37.5763919],[126.9579111,37.5763586],[126.9573929,37.5762596],[126.9569005,37.5760972],[126.9564461,37.5758756],[126.9560409,37.5756001],[126.9556948,37.5752776],[126.9554164,37.574916],[126.9552125,37.5745241],[126.9550881,37.5741117],[126.9550463,37.5736888],[126.9550881,37.573266],[126.9552126,37.5728536],[126.9554165,37.5724617],[126.955695,37.5721001],[126.956041,37.5717776],[126.9564463,37.5715021],[126.9569006,37.5712805],[126.9573929,37.5711182],[126.9579111,37.5710192],[126.9584423,37.5709859],[126.9589736,37.5710192],[126.9594917,37.5711182],[126.9599841,37.5712805],[126.9604384,37.5715021],[126.9608436,37.5717776],[126.9611897,37.5721001],[126.9614682,37.5724617],[126.9616721,37.5728536],[126.9617965,37.573266],[126.9618384,37.5736888],[126.9617966,37.5741117],[126.9616722,37.5745241],[126.9614683,37.574916],[126.9611898,37.5752776],[126.9608438,37.5756001]]]}"
220329,2014117,1141010600,111108002,서울 서울서대문2,서울특별시 서대문구 천연동(금화초교앞 부근),8,8,2,4,1,1,126.9628535,37.5693334,"{""type"":""Polygon"",""coordinates"":[[[126.9652547,37.5712447],[126.9648495,37.5715201],[126.9643952,37.5717418],[126.9639029,37.5719041],[126.9633847,37.5720031],[126.9628535,37.5720364],[126.9623222,37.5720031],[126.9618041,37.5719041],[126.9613117,37.5717418],[126.9608574,37.5715201],[126.9604522,37.5712447],[126.9601061,37.5709221],[126.9598277,37.5705605],[126.9596238,37.5701686],[126.9594994,37.5697562],[126.9594576,37.5693334],[126.9594995,37.5689105],[126.9596239,37.5684981],[126.9598278,37.5681062],[126.9601062,37.5677446],[126.9604523,37.5674221],[126.9608575,37.5671466],[126.9613118,37.566925],[126.9618041,37.5667627],[126.9623223,37.5666637],[126.9628535,37.5666304],[126.9633847,37.5666637],[126.9639028,37.5667627],[126.9643951,37.566925],[126.9648494,37.5671466],[126.9652546,37.5674221],[126.9656007,37.5677446],[126.9658791,37.5681062],[126.966083,37.5684981],[126.9662075,37.5689105],[126.9662493,37.5693334],[126.9662075,37.5697562],[126.9660831,37.5701686],[126.9658792,37.5705605],[126.9656008,37.5709221],[126.9652547,37.5712447]]]}"
220406,2014117,1141011400,111108003,서울 서울서대문3,서울특별시 서대문구 신촌동(연세대 부근),7,7,0,2,4,1,126.9370187,37.56043127,"{""type"":""Polygon"",""coordinates"":[[[126.9394197,37.5623425],[126.9390145,37.562618],[126.9385602,37.5628396],[126.938068,37.563002],[126.9375499,37.563101],[126.9370187,37.5631343],[126.9364875,37.563101],[126.9359694,37.563002],[126.9354772,37.5628396],[126.9350229,37.562618],[126.9346177,37.5623425],[126.9342717,37.56202],[126.9339933,37.5616584],[126.9337894,37.5612665],[126.9336651,37.5608541],[126.9336233,37.5604312],[126.9336651,37.5600084],[126.9337895,37.559596],[126.9339934,37.5592041],[126.9342718,37.5588425],[126.9346178,37.5585199],[126.935023,37.5582445],[126.9354773,37.5580229],[126.9359695,37.5578606],[126.9364876,37.5577616],[126.9370187,37.5577283],[126.9375498,37.5577616],[126.9380679,37.5578606],[126.9385601,37.5580229],[126.9390144,37.5582445],[126.9394196,37.5585199],[126.9397656,37.5588425],[126.940044,37.5592041],[126.9402479,37.559596],[126.9403723,37.5600084],[126.9404141,37.5604312],[126.9403723,37.5608541],[126.940248,37.5612665],[126.9400441,37.5616584],[126.9397657,37.56202],[126.9394197,37.5623425]]]}"
220224,2014117,1141012000,111108004,서울 서울서대문4,서울특별시 서대문구 남가좌동(명지대체육관 부근),4,4,0,3,1,0,126.9238406,37.57942502,"{""type"":""Polygon"",""coordinates"":[[[126.9262422,37.5813363],[126.925837,37.5816118],[126.9253826,37.5818334],[126.9248902,37.5819957],[126.924372,37.5820947],[126.9238406,37.582128],[126.9233093,37.5820947],[126.9227911,37.5819957],[126.9222987,37.5818334],[126.9218443,37.5816118],[126.921439,37.5813363],[126.9210929,37.5810138],[126.9208145,37.5806521],[126.9206105,37.5802602],[126.9204861,37.5798478],[126.9204443,37.579425],[126.9204862,37.5790021],[126.9206106,37.5785897],[126.9208146,37.5781979],[126.921093,37.5778362],[126.9214392,37.5775137],[126.9218444,37.5772382],[126.9222988,37.5770166],[126.9227912,37.5768543],[126.9233094,37.5767553],[126.9238406,37.576722],[126.9243719,37.5767553],[126.9248901,37.5768543],[126.9253825,37.5770166],[126.9258369,37.5772382],[126.9262421,37.5775137],[126.9265882,37.5778362],[126.9268667,37.5781979],[126.9270707,37.5785897],[126.9271951,37.5790021],[126.9272369,37.579425],[126.9271951,37.5798478],[126.9270707,37.5802602],[126.9268668,37.5806521],[126.9265884,37.5810138],[126.9262422,37.5813363]]]}"
220479,2014117,1138010700,111109001,서울 서울서부1,서울특별시 은평구 응암동(서운빌딩 부근),4,4,0,1,3,0,126.9249886,37.60098169,"{""type"":""Polygon"",""coordinates"":[[[126.9273908,37.602893],[126.9269855,37.6031684],[126.9265309,37.60339],[126.9260384,37.6035524],[126.92552,37.6036514],[126.9249886,37.6036847],[126.9244571,37.6036514],[126.9239387,37.6035524],[126.9234462,37.60339],[126.9229916,37.6031684],[126.9225863,37.602893],[126.92224,37.6025704],[126.9219615,37.6022088],[126.9217575,37.6018169],[126.9216331,37.6014045],[126.9215913,37.6009816],[126.9216331,37.6005588],[126.9217576,37.6001464],[126.9219616,37.5997545],[126.9222402,37.5993929],[126.9225864,37.5990704],[126.9229917,37.5987949],[126.9234463,37.5985733],[126.9239388,37.598411],[126.9244571,37.598312],[126.9249886,37.5982787],[126.92552,37.598312],[126.9260383,37.598411],[126.9265308,37.5985733],[126.9269854,37.5987949],[126.9273907,37.5990704],[126.9277369,37.5993929],[126.9280155,37.5997545],[126.9282195,37.6001464],[126.928344,37.6005588],[126.9283858,37.6009816],[126.928344,37.6014045],[126.9282196,37.6018169],[126.9280156,37.6022088],[126.9277371,37.6025704],[126.9273908,37.602893]]]}"
220478,2014117,1138010900,111109002,서울 서울서부2,서울특별시 은평구 신사동(신사사거리 부근),4,4,0,1,3,0,126.9093246,37.5962444,"{""type"":""Polygon"",""coordinates"":[[[126.9117267,37.5981557],[126.9113213,37.5984311],[126.9108668,37.5986528],[126.9103743,37.5988151],[126.909856,37.5989141],[126.9093246,37.5989474],[126.9087931,37.5989141],[126.9082748,37.5988151],[126.9077823,37.5986528],[126.9073278,37.5984311],[126.9069224,37.5981557],[126.9065762,37.5978331],[126.9062977,37.5974715],[126.9060937,37.5970796],[126.9059693,37.5966672],[126.9059275,37.5962444],[126.9059693,37.5958215],[126.9060938,37.5954091],[126.9062978,37.5950172],[126.9065763,37.5946556],[126.9069225,37.5943331],[126.9073279,37.5940576],[126.9077824,37.593836],[126.9082748,37.5936737],[126.9087932,37.5935747],[126.9093246,37.5935414],[126.909856,37.5935747],[126.9103743,37.5936737],[126.9108667,37.593836],[126.9113212,37.5940576],[126.9117266,37.5943331],[126.9120728,37.5946556],[126.9123513,37.5950172],[126.9125553,37.5954091],[126.9126798,37.5958215],[126.9127216,37.5962444],[126.9126798,37.5966672],[126.9125554,37.5970796],[126.9123514,37.5974715],[126.9120729,37.5978331],[126.9117267,37.5981557]]]}"
220424,2014117,1117012500,111110001,서울 서울용산1,서울특별시 용산구 한강로2가(전자상가입구 부근),7,8,1,4,3,0,126.9692955,37.5310544,"{""type"":""Polygon"",""coordinates"":[[[126.9716955,37.5329657],[126.9712905,37.5332412],[126.9708364,37.5334628],[126.9703443,37.5336251],[126.9698264,37.5337241],[126.9692955,37.5337574],[126.9687645,37.5337241],[126.9682466,37.5336251],[126.9677545,37.5334628],[126.9673004,37.5332412],[126.9668954,37.5329657],[126.9665495,37.5326432],[126.9662712,37.5322815],[126.9660674,37.5318896],[126.9659431,37.5314772],[126.9659014,37.5310543],[126.9659432,37.5306315],[126.9660675,37.5302191],[126.9662713,37.5298272],[126.9665496,37.5294656],[126.9668955,37.5291431],[126.9673005,37.5288676],[126.9677546,37.528646],[126.9682467,37.5284837],[126.9687645,37.5283847],[126.9692955,37.5283514],[126.9698264,37.5283847],[126.9703443,37.5284837],[126.9708363,37.528646],[126.9712904,37.5288676],[126.9716954,37.5291431],[126.9720413,37.5294656],[126.9723196,37.5298272],[126.9725234,37.5302191],[126.9726477,37.5306315],[126.9726895,37.5310543],[126.9726478,37.5314772],[126.9725235,37.5318896],[126.9723197,37.5322815],[126.9720414,37.5326432],[126.9716955,37.5329657]]]}"
220385,2014117,1117013100,111110002,서울 서울용산2,서울특별시 용산구 한남동(순천향병원 부근),5,5,0,4,1,0,127.0049645,37.53334297,"{""type"":""Polygon"",""coordinates"":[[[127.0073646,37.5352543],[127.0069596,37.5355297],[127.0065055,37.5357514],[127.0060134,37.5359137],[127.0054955,37.5360127],[127.0049645,37.536046],[127.0044335,37.5360127],[127.0039156,37.5359137],[127.0034235,37.5357514],[127.0029694,37.5355297],[127.0025644,37.5352543],[127.0022185,37.5349317],[127.0019402,37.5345701],[127.0017364,37.5341782],[127.0016121,37.5337658],[127.0015703,37.5333429],[127.0016121,37.5329201],[127.0017365,37.5325077],[127.0019403,37.5321158],[127.0022186,37.5317542],[127.0025645,37.5314316],[127.0029695,37.5311562],[127.0034236,37.5309346],[127.0039157,37.5307723],[127.0044336,37.5306732],[127.0049645,37.53064],[127.0054955,37.5306732],[127.0060134,37.5307723],[127.0065054,37.5309346],[127.0069595,37.5311562],[127.0073645,37.5314316],[127.0077104,37.5317542],[127.0079887,37.5321158],[127.0081926,37.5325077],[127.0083169,37.5329201],[127.0083587,37.5333429],[127.008317,37.5337658],[127.0081926,37.5341782],[127.0079888,37.5345701],[127.0077105,37.5349317],[127.0073646,37.5352543]]]}"
220325,2014117,1129013000,111111001,서울 서울성북1,서울특별시 성북구 보문동1가(보문역 부근),8,8,0,4,4,0,127.0198744,37.5855512,"{""type"":""Polygon"",""coordinates"":[[[127.0222762,37.5874625],[127.0218709,37.5877379],[127.0214165,37.5879596],[127.020924,37.5881219],[127.0204058,37.5882209],[127.0198744,37.5882542],[127.019343,37.5882209],[127.0188248,37.5881219],[127.0183323,37.5879596],[127.0178779,37.5877379],[127.0174726,37.5874625],[127.0171265,37.5871399],[127.016848,37.5867783],[127.016644,37.5863864],[127.0165196,37.585974],[127.0164778,37.5855511],[127.0165197,37.5851283],[127.0166441,37.5847159],[127.0168481,37.584324],[127.0171266,37.5839624],[127.0174727,37.5836399],[127.017878,37.5833644],[127.0183324,37.5831428],[127.0188248,37.5829805],[127.0193431,37.5828815],[127.0198744,37.5828482],[127.0204057,37.5828815],[127.020924,37.5829805],[127.0214164,37.5831428],[127.0218708,37.5833644],[127.0222761,37.5836399],[127.0226222,37.5839624],[127.0229007,37.584324],[127.0231047,37.5847159],[127.0232291,37.5851283],[127.023271,37.5855511],[127.0232292,37.585974],[127.0231048,37.5863864],[127.0229008,37.5867783],[127.0226223,37.5871399],[127.0222762,37.5874625]]]}"
220419,2014117,1130510100,111112001,서울 서울강북1,서울특별시 강북구 미아동(삼양사거리 부근),10,11,0,7,3,1,127.0204368,37.62092933,"{""type"":""Polygon"",""coordinates"":[[[127.0228398,37.6228406],[127.0224343,37.6231161],[127.0219796,37.6233377],[127.021487,37.6235],[127.0209685,37.623599],[127.0204368,37.6236323],[127.0199052,37.623599],[127.0193867,37.6235],[127.0188941,37.6233377],[127.0184394,37.6231161],[127.0180339,37.6228406],[127.0176876,37.6225181],[127.017409,37.6221564],[127.017205,37.6217645],[127.0170805,37.6213521],[127.0170387,37.6209293],[127.0170805,37.6205064],[127.017205,37.620094],[127.0174091,37.6197022],[127.0176877,37.6193405],[127.018034,37.619018],[127.0184395,37.6187426],[127.0188942,37.618521],[127.0193868,37.6183587],[127.0199053,37.6182596],[127.0204368,37.6182264],[127.0209684,37.6182596],[127.0214869,37.6183587],[127.0219795,37.618521],[127.0224342,37.6187426],[127.0228397,37.619018],[127.023186,37.6193405],[127.0234646,37.6197022],[127.0236687,37.620094],[127.0237932,37.6205064],[127.023835,37.6209293],[127.0237932,37.6213521],[127.0236687,37.6217645],[127.0234647,37.6221564],[127.0231861,37.6225181],[127.0228398,37.6228406]]]}"
220330,2014117,1130510100,111112002,서울 서울강북2,서울특별시 강북구 미아동(오치과의원 부근),8,8,1,3,4,0,127.0284196,37.6207589,"{""type"":""Polygon"",""coordinates"":[[[127.0308225,37.6226702],[127.0304171,37.6229456],[127.0299624,37.6231672],[127.0294697,37.6233296],[127.0289512,37.6234286],[127.0284196,37.6234619],[127.027888,37.6234286],[127.0273695,37.6233296],[127.0268768,37.6231672],[127.0264222,37.6229456],[127.0260167,37.6226702],[127.0256704,37.6223476],[127.0253918,37.621986],[127.0251877,37.6215941],[127.0250633,37.6211817],[127.0250214,37.6207588],[127.0250633,37.620336],[127.0251878,37.6199236],[127.0253919,37.6195317],[127.0256705,37.6191701],[127.0260168,37.6188476],[127.0264223,37.6185721],[127.0268769,37.6183505],[127.0273696,37.6181882],[127.027888,37.6180892],[127.0284196,37.6180559],[127.0289512,37.6180892],[127.0294697,37.6181882],[127.0299623,37.6183505],[127.0304169,37.6185721],[127.0308224,37.6188476],[127.0311687,37.6191701],[127.0314474,37.6195317],[127.0316514,37.6199236],[127.0317759,37.620336],[127.0318178,37.6207588],[127.031776,37.6211817],[127.0316515,37.6215941],[127.0314475,37.621986],[127.0311688,37.6223476],[127.0308225,37.6226702]]]}"
