,Unnamed: 0,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat,lon,geometry
85,59,2018011200100385,2018년 1월 12일 15시,금요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,37세,상해없음,보행자,여,10,경상,37.173236894227024,127.04828554075893,"(37.173236894227024, 127.04828554075893)"
86,65,2018031800100228,2018년 3월 18일 15시,일요일,경기도 오산시 내삼미동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,흐림,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,9,경상,37.17196049581096,127.05389433809242,"(37.17196049581096, 127.05389433809242)"
87,78,2018060500100570,2018년 6월 5일 20시,화요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,11,경상,37.18463097265156,127.04065166219964,"(37.18463097265156, 127.04065166219964)"
88,80,2018061900100407,2018년 6월 19일 17시,화요일,경기도 오산시 수청동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,56세,상해없음,보행자,여,3,부상신고,37.1702476435979,127.06097047297663,"(37.1702476435979, 127.06097047297663)"
89,83,2018063000100373,2018년 6월 30일 17시,토요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,남,9,경상,37.17503135081184,127.05058739273991,"(37.17503135081184, 127.05058739273991)"
90,84,2018071500100351,2018년 7월 15일 18시,일요일,경기도 오산시 금암동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,33세,상해없음,보행자,남,8,부상신고,37.17506710803251,127.05050830322516,"(37.17506710803251, 127.05050830322516)"
91,88,2018081700100092,2018년 8월 17일 07시,금요일,경기도 오산시 은계동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,남,9,부상신고,37.16172020858053,127.07600236925263,"(37.16172020858053, 127.07600236925263)"
92,91,2018090700100477,2018년 9월 7일 17시,금요일,경기도 오산시 갈곶동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,여,5,부상신고,37.132875250632,127.06901644029053,"(37.132875250632, 127.06901644029053)"
93,93,2018091900100388,2018년 9월 19일 16시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,보행자,남,5,경상,37.15371299312815,127.06878209869645,"(37.15371299312815, 127.06878209869645)"
94,94,2018092000100422,2018년 9월 20일 16시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,52세,상해없음,보행자,남,12,중상,37.15700532121613,127.07872927195628,"(37.15700532121613, 127.07872927195628)"
95,100,2018101700100318,2018년 10월 17일 14시,수요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,36세,상해없음,보행자,남,9,중상,37.1778913144542,127.04642448328778,"(37.1778913144542, 127.04642448328778)"
96,101,2018111000100527,2018년 11월 10일 18시,토요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,여,10,중상,37.15693160145717,127.06154257573694,"(37.15693160145717, 127.06154257573694)"
97,114,2019041900100524,2019년 4월 19일 18시,금요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,46세,상해없음,보행자,남,6,경상,37.15482909870779,127.07789412098704,"(37.15482909870779, 127.07789412098704)"
98,115,2019042300100503,2019년 4월 23일 19시,화요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,여,8,경상,37.13814586013329,127.07506454134136,"(37.13814586013329, 127.07506454134136)"
99,118,2019051400100256,2019년 5월 14일 12시,화요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,58세,상해없음,보행자,남,12,경상,37.18424899681754,127.03984189907368,"(37.18424899681754, 127.03984189907368)"
100,124,2019052300100577,2019년 5월 23일 19시,목요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,62세,상해없음,보행자,남,6,경상,37.15678719867407,127.0638649257414,"(37.15678719867407, 127.0638649257414)"
101,130,2019061400100122,2019년 6월 14일 08시,금요일,경기도 오산시 은계동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,여,16세,상해없음,보행자,남,11,부상신고,37.161107882781096,127.06900605337164,"(37.161107882781096, 127.06900605337164)"
102,131,2019061400100634,2019년 6월 14일 21시,금요일,경기도 오산시 원동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,보행자,남,10,부상신고,37.1412335377079,127.06885278602996,"(37.1412335377079, 127.06885278602996)"
103,136,2019071000100244,2019년 7월 10일 12시,수요일,경기도 오산시 고현동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,21세,상해없음,보행자,남,7,경상,37.13477419354271,127.08261787065165,"(37.13477419354271, 127.08261787065165)"
104,143,2019081000100594,2019년 8월 10일 20시,토요일,경기도 오산시 내삼미동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,4,부상신고,37.173158764129056,127.05827338770293,"(37.173158764129056, 127.05827338770293)"
105,145,2019082200100388,2019년 8월 22일 15시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,남,12,중상,37.154424014548624,127.06842934467836,"(37.154424014548624, 127.06842934467836)"
106,146,2019082300100617,2019년 8월 23일 20시,금요일,경기도 오산시 벌음동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,여,6,중상,37.14084138319608,127.03990787261527,"(37.14084138319608, 127.03990787261527)"
107,150,2019090300100572,2019년 9월 3일 19시,화요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,6,중상,37.14117181607607,127.04588933202992,"(37.14117181607607, 127.04588933202992)"
108,152,2019090900100563,2019년 9월 9일 18시,월요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,46세,상해없음,보행자,남,10,경상,37.171149680974295,127.06576805457208,"(37.171149680974295, 127.06576805457208)"
109,153,2019091900100557,2019년 9월 19일 19시,목요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,보행자,남,9,중상,37.176567002551295,127.04445843875196,"(37.176567002551295, 127.04445843875196)"
110,169,2019120800100397,2019년 12월 8일 18시,일요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,49세,상해없음,보행자,여,12,경상,37.1832255776919,127.04096331415144,"(37.1832255776919, 127.04096331415144)"
111,170,2019121300100471,2019년 12월 13일 17시,금요일,경기도 오산시 갈곶동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,남,40세,상해없음,보행자,남,7,부상신고,37.12936297958149,127.0701935153689,"(37.12936297958149, 127.0701935153689)"
112,171,2019122800100340,2019년 12월 28일 16시,토요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,여,12,경상,37.160714002103965,127.05796262776371,"(37.160714002103965, 127.05796262776371)"
113,172,2014010500100169,2014년 1월 5일 14시,일요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,7,경상,37.18155100406032,127.03050997282436,"(37.18155100406032, 127.03050997282436)"
114,178,2014012800100585,2014년 1월 28일 19시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,7,중상,37.14136946577699,127.07384381205132,"(37.14136946577699, 127.07384381205132)"
115,179,2014012800100611,2014년 1월 28일 20시,화요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,33세,상해없음,보행자,남,2,중상,37.1765661028665,127.04423298399394,"(37.1765661028665, 127.04423298399394)"
116,187,2014041600100346,2014년 4월 16일 16시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,여,4,경상,37.17114961061079,127.05870034624952,"(37.17114961061079, 127.05870034624952)"
117,190,2014042100100345,2014년 4월 21일 16시,월요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,9,중상,37.15686379296696,127.07947376349978,"(37.15686379296696, 127.07947376349978)"
118,195,2014051600100349,2014년 5월 16일 15시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,35세,상해없음,보행자,여,10,경상,37.15698574646322,127.06155358327273,"(37.15698574646322, 127.06155358327273)"
119,203,2014061300100119,2014년 6월 13일 08시,금요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,남,4,경상,37.144918201294544,127.04926213153888,"(37.144918201294544, 127.04926213153888)"
120,204,2014061300100394,2014년 6월 13일 17시,금요일,경기도 오산시 수청동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,9,부상신고,37.16422470710285,127.06344572552467,"(37.16422470710285, 127.06344572552467)"
121,207,2014062600100473,2014년 6월 26일 19시,목요일,경기도 오산시 청학동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,남,10,경상,37.15170794169767,127.06082419795212,"(37.15170794169767, 127.06082419795212)"
122,208,2014062700100441,2014년 6월 27일 18시,금요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,5,중상,37.17699038574532,127.04210021209016,"(37.17699038574532, 127.04210021209016)"
123,210,2014071300100242,2014년 7월 13일 13시,일요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,남,8,중상,37.13631509871495,127.0630172718776,"(37.13631509871495, 127.0630172718776)"
124,211,2014071600100498,2014년 7월 16일 19시,수요일,경기도 오산시 외삼미동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,7,중상,37.193155079743946,127.05969700775324,"(37.193155079743946, 127.05969700775324)"
125,213,2014072300100296,2014년 7월 23일 14시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 습기,흐림,교차로 - 교차로안,이륜,남,55세,상해없음,보행자,여,7,경상,37.15331165508648,127.07720245199644,"(37.15331165508648, 127.07720245199644)"
126,215,2014080600100224,2014년 8월 6일 12시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,보행자,여,9,경상,37.147816899630925,127.06669164974365,"(37.147816899630925, 127.06669164974365)"
127,219,2014090400100142,2014년 9월 4일 08시,목요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,보행자,남,12,경상,37.14370114303673,127.04932457770876,"(37.14370114303673, 127.04932457770876)"
128,223,2014092600100534,2014년 9월 26일 19시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,35세,상해없음,보행자,남,10,경상,37.14772834540872,127.07432106846396,"(37.14772834540872, 127.07432106846396)"
129,225,2014101300100385,2014년 10월 13일 14시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,63세,상해없음,보행자,남,7,중상,37.13377390315475,127.07060078495324,"(37.13377390315475, 127.07060078495324)"
130,233,2014111800100277,2014년 11월 18일 13시,화요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,8,중상,37.1561335604552,127.07707660947952,"(37.1561335604552, 127.07707660947952)"
131,236,2014121200100313,2014년 12월 12일 14시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,46세,상해없음,보행자,여,10,경상,37.15963911399943,127.05748327731312,"(37.15963911399943, 127.05748327731312)"
132,241,2015020200100307,2015년 2월 2일 17시,월요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,보행자,여,10,중상,37.13367780621467,127.06902389662588,"(37.13367780621467, 127.06902389662588)"
133,242,2015020600100315,2015년 2월 6일 15시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,보행자,남,8,중상,37.13596129367529,127.0719988283403,"(37.13596129367529, 127.0719988283403)"
134,247,2015031400100210,2015년 3월 14일 10시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,31세,상해없음,보행자,여,7,중상,37.133723017954495,127.06905748156406,"(37.133723017954495, 127.06905748156406)"
135,248,2015031900100438,2015년 3월 19일 17시,목요일,경기도 오산시 가수동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,보행자,남,12,중상,37.149392923622045,127.06144399713529,"(37.149392923622045, 127.06144399713529)"
136,249,2015032600100372,2015년 3월 26일 15시,목요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,보행자,남,6,중상,37.15594904067489,127.07838479857789,"(37.15594904067489, 127.07838479857789)"
137,251,2015040400100409,2015년 4월 4일 16시,토요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 습기,비,단일로 - 횡단보도상,승용,남,50세,상해없음,보행자,남,6,경상,37.17004979194813,127.06110670472545,"(37.17004979194813, 127.06110670472545)"
138,254,2015041000100459,2015년 4월 10일 18시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,49세,상해없음,보행자,여,5,경상,37.14509391444145,127.07152757505187,"(37.14509391444145, 127.07152757505187)"
139,256,2015052300100209,2015년 5월 23일 10시,토요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,여,6,경상,37.178065990776894,127.04726908753489,"(37.178065990776894, 127.04726908753489)"
140,257,2015061300100387,2015년 6월 13일 16시,토요일,경기도 오산시 내삼미동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,2,중상,37.1728987937684,127.06571453234912,"(37.1728987937684, 127.06571453234912)"
141,259,2015061900100418,2015년 6월 19일 17시,금요일,경기도 오산시 청호동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,51세,상해없음,보행자,남,8,부상신고,37.12606970172423,127.07936804080738,"(37.12606970172423, 127.07936804080738)"
142,261,2015071300100432,2015년 7월 13일 16시,월요일,경기도 오산시 서동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,남,29세,상해없음,보행자,여,9,중상,37.14437343342816,127.04603088702088,"(37.14437343342816, 127.04603088702088)"
143,262,2015071800100295,2015년 7월 18일 13시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,6,중상,37.1414410461193,127.07611959464528,"(37.1414410461193, 127.07611959464528)"
144,267,2015100300100490,2015년 10월 3일 18시,토요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,34세,기타불명,보행자,남,8,부상신고,37.15280078952036,127.06839201152752,"(37.15280078952036, 127.06839201152752)"
145,271,2015103000100536,2015년 10월 30일 17시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,보행자,남,10,경상,37.15406983455471,127.07740177778072,"(37.15406983455471, 127.07740177778072)"
146,273,2015111900100133,2015년 11월 19일 08시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,여,10,중상,37.14930055066547,127.06559144618608,"(37.14930055066547, 127.06559144618608)"
147,275,2015120800100388,2015년 12월 8일 16시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,37세,상해없음,보행자,남,8,중상,37.13376480170621,127.07057829523328,"(37.13376480170621, 127.07057829523328)"
148,280,2016020300100130,2016년 2월 3일 08시,수요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,남,9,경상,37.15462124895157,127.0777711181789,"(37.15462124895157, 127.0777711181789)"
149,281,2016020600100525,2016년 2월 6일 21시,토요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,여,20세,상해없음,보행자,남,5,경상,37.17490533731205,127.05064438979475,"(37.17490533731205, 127.05064438979475)"
150,282,2016021000100301,2016년 2월 10일 18시,수요일,경기도 오산시 청학동,중상사고,0,1,0,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,남,12,중상,37.15010565074946,127.06154195502596,"(37.15010565074946, 127.06154195502596)"
151,289,2016041800100607,2016년 4월 18일 21시,월요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,여,6,경상,37.15965090224943,127.06053753595738,"(37.15965090224943, 127.06053753595738)"
152,290,2016042400100228,2016년 4월 24일 13시,일요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,남,7,중상,37.136593128902014,127.08192225779602,"(37.136593128902014, 127.08192225779602)"
153,291,2016043000100510,2016년 4월 30일 18시,토요일,경기도 오산시 청학동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,기타불명,기타불명,기타불명,기타불명,보행자,남,6,경상,37.1531527676829,127.0637247142701,"(37.1531527676829, 127.0637247142701)"
154,292,2016051200100364,2016년 5월 12일 15시,목요일,경기도 오산시 양산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,45세,상해없음,보행자,여,7,중상,37.19387567505781,127.03454894047016,"(37.19387567505781, 127.03454894047016)"
155,299,2016061400100174,2016년 6월 14일 10시,화요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,보행자,여,2,경상,37.176853391109965,127.05303576514508,"(37.176853391109965, 127.05303576514508)"
156,301,2016062100100501,2016년 6월 21일 19시,화요일,경기도 오산시 가수동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,기타불명,보행자,남,7,부상신고,37.14528771685672,127.04921520419887,"(37.14528771685672, 127.04921520419887)"
157,303,2016062700100133,2016년 6월 27일 09시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,보행자,여,4,중상,37.14128141222714,127.07199629283863,"(37.14128141222714, 127.07199629283863)"
158,308,2016080800100423,2016년 8월 8일 17시,월요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,남,4,중상,37.134032963318425,127.06755752933284,"(37.134032963318425, 127.06755752933284)"
159,311,2016081300100522,2016년 8월 13일 19시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,남,6,경상,37.14993411192481,127.07582079248888,"(37.14993411192481, 127.07582079248888)"
160,313,2016081500100374,2016년 8월 15일 19시,월요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,22세,상해없음,보행자,남,5,부상신고,37.14910230585895,127.0656262059313,"(37.14910230585895, 127.0656262059313)"
161,314,2016082600100605,2016년 8월 26일 19시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,64세,상해없음,보행자,남,6,경상,37.1488922941785,127.07451845158066,"(37.1488922941785, 127.07451845158066)"
162,317,2016092500100288,2016년 9월 25일 15시,일요일,경기도 오산시 세교동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,5,중상,37.17984541570215,127.05032645369104,"(37.17984541570215, 127.05032645369104)"
163,322,2016100400100378,2016년 10월 4일 15시,화요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,여,37세,상해없음,보행자,여,8,중상,37.156982891829365,127.07511163244293,"(37.156982891829365, 127.07511163244293)"
164,332,2016121300100286,2016년 12월 13일 14시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,남,9,경상,37.13493087159423,127.0689390789383,"(37.13493087159423, 127.0689390789383)"
165,339,2011022000100185,2011년 2월 20일 11시,일요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,34세,상해없음,보행자,남,5,경상,37.17276603349983,127.05006896636957,"(37.17276603349983, 127.05006896636957)"
166,340,2011031500100323,2011년 3월 15일 17시,화요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,55세,상해없음,보행자,여,7,중상,37.1419370319714,127.04785733373616,"(37.1419370319714, 127.04785733373616)"
167,341,2011032600100461,2011년 3월 26일 18시,토요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,17세,상해없음,보행자,남,7,중상,37.1584300116484,127.06195228910826,"(37.1584300116484, 127.06195228910826)"
168,343,2011040400100282,2011년 4월 4일 15시,월요일,경기도 오산시 수청동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,남,7,중상,37.16283329618848,127.06271985060036,"(37.16283329618848, 127.06271985060036)"
169,345,2011040800100429,2011년 4월 8일 18시,금요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,9,중상,37.17655359554541,127.04561962468836,"(37.17655359554541, 127.04561962468836)"
170,346,2011041200100314,2011년 4월 12일 15시,화요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,20세,상해없음,보행자,남,10,중상,37.153494906536736,127.0755562208252,"(37.153494906536736, 127.0755562208252)"
171,348,2011050100100389,2011년 5월 1일 17시,일요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,원동기,남,40세,상해없음,보행자,여,8,경상,37.14878148156341,127.07624312930524,"(37.14878148156341, 127.07624312930524)"
