,0,1,2
,,,
0,206783.3641,405649.9968,2.01101E+15
,,,
1,206114.586,404798.1361,2.01101E+15
,,,
2,205742.101,406380.8007,2.01101E+15
,,,
3,204445.0718,408186.6792,2.01102E+15
,,,
4,204253.0178,404766.3184,2.01103E+15
,,,
5,205501.8688,406596.6204,2.01103E+15
,,,
6,206646.1262,406064.4383,2.01104E+15
,,,
7,205569.3212,407085.1691,2.01104E+15
,,,
8,203188.1889,404274.5165,2.01104E+15
,,,
9,204049.7016,408606.7608,2.01104E+15
,,,
10,206710.2289,406049.7702,2.01104E+15
,,,
11,205223.7338,407929.6818,2.01104E+15
,,,
12,206772.0081,405526.8881,2.01105E+15
,,,
13,206851.3126,406044.5115,2.01105E+15
,,,
14,206068.2332,406190.4436,2.01105E+15
,,,
15,205455.6534,405685.0162,2.01105E+15
,,,
16,206997.2198,406642.5177,2.01105E+15
,,,
17,206119.8083,403996.8461,2.01106E+15
,,,
18,204074.9696,407988.6504,2.01106E+15
,,,
19,206080.6898,405535.2496,2.01106E+15
,,,
20,206438.7214,406315.4452,2.01106E+15
,,,
21,206135.6772,405731.6171,2.01106E+15
,,,
22,207303.4529,404533.2927,2.01106E+15
,,,
23,205806.32,405584.8239,2.01106E+15
,,,
24,206628.6995,405954.3028,2.01107E+15
,,,
25,206529.4415,405236.4951,2.01107E+15
,,,
26,206138.2585,403722.8347,2.01107E+15
,,,
27,204028.3672,408099.4485,2.01107E+15
,,,
28,206089.3597,405788.3956,2.01107E+15
,,,
29,206484.0122,406263.6633,2.01107E+15
,,,
30,203967.8087,408580.3187,2.01108E+15
,,,
31,204972.9243,406925.9634,2.01108E+15
,,,
32,203587.5314,410121.9209,2.01108E+15
,,,
33,206523.273,404888.3245,2.01108E+15
,,,
34,206012.243,405614.9206,2.01108E+15
,,,
35,206031.4991,405377.9282,2.01108E+15
,,,
36,204317.1836,404739.6459,2.01109E+15
,,,
37,205118.8741,406756.6656,2.01109E+15
,,,
38,204501.2909,408339.0357,2.01109E+15
,,,
39,205933.4999,405370.409,2.01109E+15
,,,
40,205602.7455,410042.5156,2.01109E+15
,,,
41,206628.6995,405954.3028,2.01109E+15
,,,
42,205625.8925,406032.0504,2.0111E+15
,,,
43,207114.9802,406507.0844,2.0111E+15
,,,
44,206084.189,405061.0802,2.0111E+15
,,,
45,205829.6501,405523.9227,2.0111E+15
,,,
46,204667.8671,407862.7257,2.01111E+15
,,,
47,206775.4217,405258.7997,2.01111E+15
,,,
48,205737.943,405461.4149,2.01112E+15
,,,
49,205674.5534,407808.0097,2.01112E+15
,,,
50,206999.1414,406657.5338,2.01201E+15
,,,
51,205436.11,405596.8784,2.01203E+15
,,,
52,206769.5363,406565.2874,2.01203E+15
,,,
53,206614.5244,405417.0149,2.01203E+15
,,,
54,205325.2209,408224.3332,2.01203E+15
,,,
55,205264.1873,406518.337,2.01203E+15
,,,
56,205239.3137,406682.2708,2.01204E+15
,,,
57,206500.4797,404087.8869,2.01204E+15
,,,
58,206538.9379,405522.6587,2.01204E+15
,,,
59,206929.0397,405532.7177,2.01204E+15
,,,
60,204131.9787,410077.7743,2.01205E+15
,,,
61,203710.6262,408975.1185,2.01205E+15
,,,
62,204424.9796,404976.307,2.01205E+15
,,,
63,206464.5508,404071.6913,2.01205E+15
,,,
64,203967.415,408465.2713,2.01205E+15
,,,
65,205320.2275,406704.706,2.01205E+15
,,,
66,204023.5127,408640.6361,2.01205E+15
,,,
67,203708.7943,409891.4696,2.01207E+15
,,,
68,207197.5159,404133.5759,2.01207E+15
,,,
69,206013.3161,407688.7479,2.01207E+15
,,,
70,206961.5636,404486.4735,2.01207E+15
,,,
71,206456.7808,406305.5364,2.01207E+15
,,,
72,207145.7496,404085.2841,2.01208E+15
,,,
73,205961.355,407677.4696,2.01208E+15
,,,
74,206071.9514,405295.1085,2.01208E+15
,,,
75,206980.8612,405950.1565,2.01208E+15
,,,
76,204584.7769,403697.6442,2.01208E+15
,,,
77,206811.9358,405163.9544,2.01208E+15
,,,
78,204322.5298,409418.5191,2.01208E+15
,,,
79,206997.0458,406675.5299,2.01208E+15
,,,
80,206442.8809,403817.4763,2.01208E+15
,,,
81,207281.395,404922.3312,2.01208E+15
,,,
82,206621.2146,405666.149,2.01209E+15
,,,
83,204043.6612,407665.358,2.01209E+15
,,,
84,206375.5311,405397.7483,2.01209E+15
,,,
85,204238.3497,404702.2159,2.01209E+15
,,,
86,203918.5323,408629.0782,2.0121E+15
,,,
87,203770.6891,408588.2828,2.0121E+15
,,,
88,205757.2756,405589.5674,2.0121E+15
,,,
89,205642.1772,406738.4158,2.0121E+15
,,,
90,204680.6149,405064.6884,2.0121E+15
,,,
91,205498.6556,407395.9196,2.01211E+15
,,,
92,206952.4747,403743.1303,2.01211E+15
,,,
93,206107.7495,403247.4856,2.01212E+15
,,,
94,206774.7205,405391.8488,2.01212E+15
,,,
95,205233.0325,407873.7087,2.01212E+15
,,,
96,201037.4282,410141.4819,2.01212E+15
,,,
97,203713.0779,407561.5749,2.01212E+15
,,,
98,207616.3697,406660.7874,2.01212E+15
,,,
99,206106.0171,404335.9078,2.01212E+15
,,,
100,206224.1603,405266.8991,2.01301E+15
,,,
101,205300.3892,408380.264,2.01301E+15
,,,
102,205586.766,410037.4293,2.01301E+15
,,,
103,206953.9517,404222.3284,2.01301E+15
,,,
104,203640.3705,408828.6905,2.01302E+15
,,,
105,206933.3656,404142.1882,2.01302E+15
,,,
106,206522.121,404727.2545,2.01302E+15
,,,
107,206543.0549,404741.3704,2.01302E+15
,,,
108,206134.5091,403864.8712,2.01302E+15
,,,
109,206526.451,405234.4786,2.01303E+15
,,,
110,205832.2927,405591.9636,2.01303E+15
,,,
